Year,Gender,Place,Team,Finish Time
1966,M,11,Kappa Delta Rho,02:34.36
1966,M,12,Cravens A,02:34.45
1966,M,13,Dodds House,02:34.65
1966,M,14,Edmondson II,02:34.79
1966,M,15,Martin III,02:34.97
1966,M,16,McNutt,02:35.00
1966,M,17,Phi Kappa Theta,02:35.01
1966,M,18,Tau Kappa Epsilon,02:35.05
1966,M,19,Sigma Alpha Mu,02:35.66
1966,M,20,Chi Phi,02:35.89
1966,M,21,Zeta Beta Tau,02:36.47
1966,M,22,Sigma Chi,02:36.50
1966,M,23,Delta Tau Delta,02:36.51
1966,M,24,Lambda Chi Alpha,02:37.68
1966,M,25,Phi Sigma Kappa,02:37.75
1966,M,26,Pi Kappa Phi,02:38.40
1966,M,27,Phi Kappa Tau,02:39.01
1966,M,28,Delta Chi,02:39.03
1966,M,29,Wilki Co-op,02:39.20
1966,M,30,Kappa Sigma,02:39.87
1966,M,31,Briscoe,02:40.50
1966,M,32,Hummer House,02:40.55
1966,M,33,Sigma Pi,02:41.00
1965,M,1,Beta Theta Pi,02:33.43
1965,M,2,Sigma Alpha Epsilon,02:34.25
1965,M,3,Phi Gamma Delta,02:36.38
1965,M,4,Phi Kappa Psi,02:36.40
1965,M,5,Sigma Phi Epsilon,02:37.00
1965,M,6,Phi Delta Theta,02:40.40
1965,M,7,Kappa Delta Rho,02:40.68
1965,M,8,Theta Chi,02:41.60
1965,M,9,Lambda Chi Alpha,02:42.00
1965,M,10,Todd House,02:42.78
1965,M,11,Walnut & Laurel Halls,02:43.00
1965,M,12,Acacia,02:43.48
1965,M,13,Delta Tau Delta,02:43.82
1965,M,14,Jenkins-Reuter,02:44.10
1965,M,15,Pi Kappa Alpha,02:44.40
1965,M,16,Dodds House,02:45.23
1965,M,17,Wissler A-2,02:45.78
1965,M,18,Martin III,02:46.00
1965,M,19,Sigma Nu,02:46.38
1965,M,20,Alpha Tau Omega,02:47.36
1965,M,21,Willkie,02:47.68
1965,M,22,Tau Kappa Epsilon,02:48.00
1965,M,23,Delta Upsilon,02:48.50
1965,M,24,Phi Kappa Theta,02:49.25
1965,M,25,Lowe & Elliott,02:50.00
1965,M,26,Phi Sigma Kappa,02:51.75
1965,M,27,Zeta Beta Tau,02:51.80
1965,M,28,Kappa Sigma,02:52.48
1965,M,29,Hummer House,02:53.00
1965,M,30,Alpha Epsilon Pi,02:53.00
1965,M,31,Jenkinson Hall,02:53.00
1965,M,32,Ferguson,02:53.80
1965,M,33,McNutt Suburbia,02:54.89
1964,M,1,Phi Gamma Delta,02:37.50
1964,M,2,Alpha Tau Omega,02:38.00
1964,M,3,Acacia,02:38.00
1964,M,4,Sigma Alpha Epsilon,02:38.00
1964,M,5,Chi Phi,02:39.75
1964,M,6,Tau Kappa Epsilon,02:41.00
1964,M,7,Delta Tau Delta,02:43.00
1964,M,8,Theta Chi,02:43.00
1964,M,9,Delta Chi,02:43.05
1964,M,10,Beta Theta Pi,02:43.05
1964,M,11,Kappa Delta Rho,02:44.50
1964,M,12,Lambda Chi Alpha,02:45.00
1964,M,13,Sigma Phi Epsilon,02:45.00
1964,M,14,Sigma Chi,02:45.75
1964,M,15,Dodds House,02:47.00
1964,M,16,Zeta Beta Tau,02:47.25
1964,M,17,Sigma Nu,02:47.50
1964,M,18,Phi Delta Theta,02:48.25
1964,M,19,Phi Kappa Psi,02:48.50
1964,M,20,Delta Upsilon,02:49.50
1964,M,21,Phi Sigma Kappa,02:50.50
1964,M,22,Sigma Alpha Mu,02:50.75
1964,M,23,Parks House,02:53.50
1964,M,24,Jenkinson House,02:54.00
1964,M,25,Ferguson House,02:56.00
1964,M,26,Shea Hall,02:56.50
1964,M,27,Walnut Hall,02:57.05
1964,M,28,Dunn House,02:57.75
1964,M,29,Phi Kappa Tau,02:59.50
1964,M,30,Todd House,03:00.00
1964,M,31,Alpha Epsilon Pi,03:02.50
1964,M,32,Cravens A,03:03.25
1964,M,33,Kappa Sigma,03:04.25
1963,M,1,Sigma Alpha Epsilon,02:24.12
1963,M,2,Alpha Tau Omega,02:27.14
1963,M,3,Acacia,02:28.34
1963,M,4,Phi Gamma Delta,02:28.43
1963,M,5,Laurel Hall,02:28.48
1963,M,6,Beta Theta Pi,02:28.50
1963,M,7,Delta Tau Delta,02:31.68
1963,M,8,Dodds House,02:32.00
1963,M,9,Jenkins House,02:32.32
1963,M,10,Sigma Phi Epsilon,02:32.38
1963,M,11,Sigma Chi,02:32.40
1963,M,12,Chi Phi,02:33.18
1963,M,13,Lambda Chi Alpha,02:33.35
1963,M,14,Kappa Delta Rho,02:34.25
1963,M,15,Forest Hall,02:34.42
1963,M,16,Sigma Nu,02:34.48
1963,M,17,Phi Delta Theta,02:35.00
1963,M,18,Theta Chi,02:35.12
1963,M,19,Kappa Sigma,02:36.20
1963,M,20,Delta Chi,02:36.57
1963,M,21,Edmondson II,02:26.59
1963,M,22,Walnut Hall,02:36.68
1963,M,23,Sigma Pi,02:36.88
1963,M,24,Zeta Beta Tau,02:37.38
1963,M,25,Delta Upsilon,02:39.38
1963,M,26,Phi Kappa Psi,02:39.75
1963,M,27,Edmondson IV,02:40.50
1963,M,28,Tau Kappa Epsilon,02:41.20
1963,M,29,Parks House,02:43.00
1963,M,30,Hummer House,02:44.00
1963,M,31,Phi Kappa Theta,02:45.80
1963,M,32,Martin Hall,02:46.68
1963,M,33,Phi Kappa Tau,02:47.00
1962,M,1,Acacia,02:26.47
1962,M,2,Sigma Alpha Epsilon,02:30.38
1962,M,3,Phi Kappa Psi,02:30.54
1962,M,4,Lambda Chi Alpha,02:30.67
1962,M,5,Walnut Hall,02:31.00
1962,M,6,Phi Delta Theta,02:31.46
1962,M,7,Sigma Nu,02:31.57
1962,M,8,Phi Gamma Delta,02:32.60
1962,M,9,Laurel Hall I,02:33.00
1962,M,10,Alpha Tau Omega,02:33.27
1962,M,11,Delta Tau Delta,02:34.00
1962,M,12,Delta Chi,02:34.37
1962,M,13,Beta Theta Pi,02:34.58
1962,M,14,Delta Upsilon,02:34.78
1962,M,15,Chi Phi,02:35.00
1962,M,16,Sigma Phi Epsilon,02:35.50
1962,M,17,Towers D-2,02:37.20
1962,M,18,Sigma Pi,02:37.48
1962,M,19,Theta Chi,02:38.47
1962,M,20,Forest Hall,02:38.47
1962,M,21,Dodds House,02:38.47
1962,M,22,Campbell House,02:38.62
1962,M,23,Kappa Delta Rho,02:39.27
1962,M,24,Stockwell House,02:39.68
1962,M,25,Fergason House,02:40.00
1962,M,26,Zeta Beta Tau,02:40.21
1962,M,27,Edmondson II,02:41.00
1962,M,28,Parks House,02:41.25
1962,M,29,Elliott House,02:41.47
1962,M,30,Kappa Sigma,02:42.00
1962,M,31,Phi Kappa Tau,02:45.00
1962,M,32,Sigma Chi,02:45.00
1962,M,33,Phi Kappa Theta,02:45.50
1961,M,1,Sigma Nu,02:26.69
1961,M,2,Sigma Chi,02:30.90
1961,M,3,Phi Kappa Psi,02:33.36
1961,M,4,Lambda Chi Alpha,02:33.53
1961,M,5,Phi Gamma Delta,02:33.79
1961,M,6,Acacia,02:34.22
1961,M,7,Sigma Alpha Epsilon,02:35.03
1961,M,8,Beta Theta Pi,02:36.30
1961,M,9,Walnut Hall,02:37.58
1961,M,10,Dodds House,02:38.27
1961,M,11,Kappa Sigma,02:39.04
1961,M,12,Chi Phi,02:39.90
1961,M,13,Delta Upsilon,02:39.96
1961,M,14,Sigma Phi Epsilon,02:40.22
1961,M,15,Alpha Tau Omega,02:40.85
1961,M,16,Stockwell House,02:41.94
1961,M,17,Kappa Delta Rho,02:41.94
1961,M,18,Zeta Beta Tau,02:42.45
1961,M,19,Theta Chi,02:41.89
1961,M,20,Phi Delta Theta,02:45.72
1961,M,21,Delta Chi,02:46.03
1961,M,22,Forest Hall,02:48.58
1961,M,23,Delta Tau Delta,02:49.39
1961,M,24,Normal College,02:49.82
1961,M,25,Phi Sigma Kappa,02:50.66
1961,M,26,Campbell House,02:51.10
1961,M,27,Dunn House,02:58.04
1961,M,28,Tau Kappa Epsilon,02:58.87
1961,M,29,Alpha Epsilon Pi,03:02.11
1961,M,30,Parks House,03:04.64
1961,M,31,Laurel Hall,03:08.94
1961,M,32,Hall House,03:19.12
1961,M,33,Maple Hall,03:26.69
1960,M,1,Phi Kappa Psi,02:32.91
1960,M,2,Sigma Alpha Epsilon,02:37.16
1960,M,3,Phi Gamma Delta,02:37.99
1960,M,4,Chi Phi,02:39.72
1960,M,5,Acacia,02:39.95
1960,M,6,Sigma Nu,02:40.90
1960,M,7,Alpha Tau Omega,02:43.71
1960,M,8,Lambda Chi Alpha,02:45.20
1960,M,9,Delta Chi,02:45.35
1960,M,10,Dodds House,02:46.82
1960,M,11,Beta Theta Pi,02:47.69
1960,M,12,Sigma Alpha Mu,02:48.01
1960,M,13,Phi Delta Theta,02:48.65
1960,M,14,Sigma Phi Epsilon,02:49.26
1960,M,15,Pi Kappa Phi,02:49.64
1960,M,16,Campbell House,02:49.89
1960,M,17,Phi Sigma Kappa,02:50.32
1960,M,18,Dunn House,02:50.41
1960,M,19,Delta Upsilon,02:50.52
1960,M,20,Kappa Delta Rho,02:50.87
1960,M,21,Zeta Beta Tau,02:50.96
1960,M,22,Forest Hall,02:52.64
1960,M,23,Ferguson House,02:53.54
1960,M,24,Sigma Chi,02:55.01
1960,M,25,Harding House,02:56.69
1960,M,26,Theta Chi,02:56.92
1960,M,27,Sigma Pi,02:57.95
1960,M,28,Towers B-2  (?Briscoe),03:00.48
1960,M,29,Kappa Sigma,03:03.06
1960,M,30,Delta Tau Delta,03:03.47
1960,M,31,Ruter House,03:04.61
1960,M,32,Lower Linden,03:06.70
1960,M,33,Elliott House,03:21.38
1959,M,1,Acacia,02:35.0
1959,M,2,Phi Gamma Delta,02:35.6
1959,M,3,Sigma Alpha Epsilon,02:35.9
1959,M,4,Phi Kappa Psi,02:36.4
1959,M,5,Sigma Nu,02:37.9
1959,M,6,Chi Phi,02:38.7
1959,M,7,Rollins House,02:38.8
1959,M,8,Sigma Chi,02:43.0
1959,M,9,Delta Chi,02:44.5
1959,M,10,Beta Theta Pi,02:45.4
1959,M,11,Ruter House,02:46.0
1959,M,12,Phi Delta Theta,02:46.8
1959,M,13,Dunn House,02:47.4
1959,M,14,Delta Tau Delta,02:47.4
1959,M,15,West Linden Hall,02:47.5
1959,M,16,Dodds House,02:47.7
1959,M,17,Alpha Tau Omega,02:48.2
1959,M,18,Todd House,02:49.2
1959,M,19,Pi Kappa Phi,02:50.0
1959,M,20,Delta Upsilon,02:50.0
1959,M,21,Sigma Phi Epsilon,02:50.0
1959,M,22,Lambda Chi Alpha,02:50.9
1959,M,23,South Hall Buccaneers,02:51.0
1959,M,24,Phi Sigma Kappa,02:52.0
1959,M,25,Zeta Beta Tau,02:53.9
1959,M,26,Hickory Hall West,02:54.0
1959,M,27,West Hall Trojans,02:54.1
1959,M,28,Sigma Pi,02:54.5
1959,M,29,Kappa Sigma,02:54.8
1959,M,30,Ferguson House Vikings,02:55.0
1959,M,31,North Hall Friars,02:55.9
1959,M,32,Sigma Alpha Mu,02:55.9
1959,M,33,Theta Chi,02:58.0
1958,M,1,Delta Upsilon,02:35.1
1958,M,2,Sigma Nu,02:36.4
1958,M,3,Sigma Alpha Epsilon,02:36.4
1958,M,4,Sigma Pi,02:37.0
1958,M,5,Phi Delta Theta,02:37.6
1958,M,6,Dodds House,02:37.8
1958,M,7,Chi Phi,02:38.6
1958,M,8,Alpha Tau Omega,02:39.2
1958,M,9,Phi Gamma Delta,02:39.4
1958,M,10,Acacia,02:39.6
1958,M,11,Phi Kappa Psi,02:41.0
1958,M,12,South Cottage Grove,02:42.4
1958,M,13,Lambda Chi Alpha,02:42.4
1958,M,14,Delta Tau Delta,02:43.3
1958,M,15,South Hall Buccaneers,02:43.4
1958,M,16,Tau Kappa Epsilon,02:43.4
1958,M,17,Kappa Sigma,02:43.8
1958,M,18,Kappa Delta Rho,02:44.2
1958,M,19,North Hall Barons,02:47.3
1958,M,20,Beta Theta Pi,02:47.4
1958,M,21,West Hall Grim Reapers,02:47.8
1958,M,22,Sigma Alpha Mu,02:48.0
1958,M,23,Ruter House,02:48.2
1958,M,24,Hickory Hall,02:49.2
1958,M,25,Delta Chi,02:49.3
1958,M,26,Zeta Beta Tau,02:49.6
1958,M,27,Rollins House,02:49.8
1958,M,28,Rogers V,02:51.2
1958,M,29,Laurel Hall,02:52.9
1958,M,30,Harding House,02:54.0
1958,M,31,Fergason House,02:54.0
1958,M,32,Hall House,02:56.4
1958,M,33,Kappa Kappa Psi,02:58.1
1957,M,1,Dodds House,02:28.0
1957,M,2,Phi Delta Theta,02:35.3
1957,M,3,North Hall Barons,02:35.6
1957,M,4,Acacia,02:37.3
1957,M,5,Sigma Nu,02:38.8
1957,M,6,Tau Kappa Epsilon,02:39.7
1957,M,7,Rueter House,02:39.8
1957,M,8,South Cottage Grove,02:40.0
1957,M,9,Phi Gamma Delta,02:40.2
1957,M,10,Delta Chi,02:40.8
1957,M,11,Parks House,02:41.0
1957,M,12,Kappa Sigma,02:41.3
1957,M,13,Zeta Beta Tau,02:43.0
1957,M,14,Sigma Pi,02:43.2
1957,M,15,Rollins House,02:44.8
1957,M,16,Lambda Chi Alpha,02:45.2
1957,M,17,North Maple Vikings,02:46.0
1957,M,18,Phi Kappa Psi,02:46.1
1957,M,19,South Hall Buccaneers,02:46.2
1957,M,20,Sigma Alpha Mu,02:46.3
1957,M,21,Dunn House,02:46.6
1957,M,22,Sigma Chi,02:48.6
1957,M,23,West Hall Trojans,02:49.0
1957,M,24,Kappa Delta Rho,02:49.5
1957,M,25,Hall House,02:50.0
1957,M,26,West Hall Saints,02:50.2
1957,M,27,Nichols House,02:50.6
1957,M,28,Delta Upsilon,02:50.8
1957,M,29,Alpha Tau Omega,02:50.8
1957,M,30,Theta Xi,02:53.5
1957,M,31,Ellliot House,02:54.2
1957,M,32,Todd House,02:54.3
1957,M,33,Delta Tau Delta,02:55.6
1956,M,1,Sigma Nu,02:33.4
1956,M,2,South Cottage Grove,02:34.0
1956,M,3,Dodds House Gargoyles,02:34.3
1956,M,4,Delta Chi,02:35.1
1956,M,5,Phi Gamma Delta,02:35.9
1956,M,6,North Hall Barons,02:36.2
1956,M,7,Sigma Pi,02:37.6
1956,M,8,Sigma Alpha Epsilon,02:39.1
1956,M,9,Acacia,02:40.0
1956,M,10,Phi Delta Theta,02:41.1
1956,M,11,West Hall II,02:41.2
1956,M,12,Phi Kappa Psi,02:42.2
1956,M,13,Dunn House Sheiks,02:42.5
1956,M,14,Delta Upsilon,02:43.7
1956,M,15,Rollins House,02:44.8
1956,M,16,Kappa Sigma,02:44.9
1956,M,17,Theta Xi,02:45.1
1956,M,18,Hickory Hall West,02:45.2
1956,M,19,West Hall Trojans,02:45.6
1956,M,20,Alpha Tau Omega,02:46.2
1956,M,21,"South Hall ""A""",02:46.2
1956,M,22,Laurel Hall North,02:46.6
1956,M,23,Maple Hall North,02:46.7
1956,M,24,Kappa Delta Rho,02:47.8
1956,M,25,Sigma Chi,02:48.9
1956,M,26,Theta Chi,02:49.2
1956,M,27,Parks House,02:49.7
1956,M,28,Tau Kappa Epsilon,02:50.2
1956,M,29,"Rogers ""I""",02:51.4
1956,M,30,Maple Hall South,02:51.5
1956,M,31,North Hall Cavaliers,02:52.0
1956,M,32,Hall House Esquires,02:52.1
1956,M,33,Ruter House,02:52.2
1955,M,1,Acacia,02:35.9
1955,M,2,North Hall Barons,02:40.0
1955,M,3,Sigma Nu,02:40.2
1955,M,4,Delta Chi,02:42.2
1955,M,5,Phi Gamma Delta,02:42.5
1955,M,6,Hickory Hall East,02:42.7
1955,M,7,Phi Delta Theta,02:43.0
1955,M,8,West Hall Trojans,02:43.0
1955,M,9,Zeta Beta Tau,02:43.1
1955,M,10,Sigma Alpha Epsilon,02:44.9
1955,M,11,Sigma Pi,02:47.0
1955,M,12,Sigma Phi Epsilon,02:47.3
1955,M,13,Phi Kappa Psi,02:47.7
1955,M,14,South Cottage Grove,02:48.3
1955,M,15,Hickory Hall West,02:48.4
1955,M,16,Dodds House,02:49.2
1955,M,17,Parks House,02:49.3
1955,M,18,Delta Tau Delta,02:50.4
1955,M,19,Lambda Chi Alpha,02:50.5
1955,M,20,Rollins House,02:51.7
1955,M,21,Kappa Delta Rho,02:53.0
1955,M,22,Sigma Alpha Mu,02:54.0
1955,M,23,Delta Upsilon,02:54.2
1955,M,24,Ruter House,02:55.5
1955,M,25,Phi Sigma Kappa,02:56.2
1955,M,26,"Rogers ""I""",02:56.4
1955,M,27,Phi Kappa,02:57.0
1955,M,28,Elliott House,02:57.3
1955,M,29,Kappa Sigma,02:58.0
1955,M,30,Theta Chi,02:58.0
1955,M,31,Pi Lambda Phi,02:58.0
1955,M,32,Alpha Tau Omega,02:58.4
1955,M,33,West Hall Saints,02:59.2
1954,M,1,North Hall Barons,02:31.9
1954,M,2,Friar Hall,02:42.7
1954,M,3,Phi Gamma Delta,02:43.0
1954,M,4,Acacia,02:43.3
1954,M,5,Phi Delta Theta,02:44.4
1954,M,6,Sigma Alpha Epsilon,02:45.1
1954,M,7,Delta Chi,02:45.1
1954,M,8,Alpha Tau Omega,02:46.7
1954,M,9,Sigma Nu,02:46.7
1954,M,10,Kappa Delta Rho,02:47.1
1954,M,11,Delta Upsilon,02:49.3
1954,M,12,Tau Kappa Epsilon,02:50.1
1954,M,13,Phi Kappa Psi,02:50.4
1954,M,14,Sigma Pi,02:50.5
1954,M,15,Phi Kappa Psi,02:50.8
1954,M,16,Beta Theta Pi,02:51.8
1954,M,17,Alpha Phi Alpha,02:52.8
1954,M,18,Jenkins House,02:53.0
1954,M,19,Theta Chi,02:53.3
1954,M,20,Sigma Alpha Mu,02:55.1
1954,M,21,Dodds House,02:55.3
1954,M,22,Sigma Chi,02:55.7
1954,M,23,Dunn House,02:56.2
1954,M,24,Todd House,02:57.0
1954,M,25,Lambda Chi Alpha,02:57.3
1954,M,26,Phi Sigma Kappa,02:59.4
1954,M,27,Delta Tau Delta,02:59.6
1954,M,28,"South Hall ""B""",02:59.7
1954,M,29,"Rogers West ""W""",02:59.8
1954,M,30,Harding House,03:00.0
1954,M,31,Parks House,03:03.7
1954,M,32,Pi Kappa Phi,03:01.4
1954,M,33,Zeta Beta Tau,03:02.2
1953,M,1,North Hall Friars,02:41.2
1953,M,2,Phi Gamma Delta,02:44.65
1953,M,3,Alpha Tau Omega,02:45.9
1953,M,4,Acacia,02:46.7
1953,M,5,Sigma Pi,02:48.95
1953,M,6,Phi Delta Theta,02:49.9
1953,M,7,Zeta Beta Tau,02:50.2
1953,M,8,Delta Upsilon,02:50.4
1953,M,9,Sigma Alpha Epsilon,02:50.9
1953,M,10,West Hall IV Saints,02:51.0
1953,M,11,Kappa Sigma,02:51.8
1953,M,12,Phi Kappa Alpha,02:54.4
1953,M,13,Sigma Chi,02:55.65
1953,M,14,Kappa Delta Rho,02:56.0
1953,M,15,Jenkins House-MQ,02:56.8
1953,M,16,Phi Kappa Psi,02:57.0
1953,M,17,Phi Sigma Kappa,02:58.5
1953,M,18,Phi Kappa,02:59.6
1953,M,19,Hummer House--MQ,02:59.9
1953,M,20,North Hall Cavaliers,03:00.0
1953,M,21,Dodds House--MQ,03:00.0
1953,M,22,Sigma Phi Epsilon,03:00.4
1953,M,23,Delta Tau Delta,03:00.75
1953,M,24,Lambda Chi Alpha,03:00.8
1953,M,25,West Hall II,03:01.6
1953,M,26,Lowe House--MQ,03:02.1
1953,M,27,South Hall B,03:02.2
1953,M,28,Ruter House--MQ,03:02.4
1953,M,29,Todd House,03:03.65
1953,M,30,Rogers East W,03:03.9
1953,M,31,Beta Theta Pi,03:04.4
1953,M,32,Theta Chi,03:04.4
1953,M,33,Sigma Nu,03:04.5
1952,M,1,"Rogers East ""V""",02:57.2
1952,M,2,Phi Delta Theta,03:03.7
1952,M,3,Phi Kappa Psi,03:07.1
1952,M,4,Zeta Beta Tau,03:09.9
1952,M,5,Theta Chi,03:11.2
1952,M,6,Sigma Chi,03:12.1
1952,M,7,Alpha Tau Omega,03:12.2
1952,M,8,Kappa Sigma,03:12.7
1952,M,9,North Hall C (Friars),02:56.6
1952,M,10,Sigma Pi,03:00.6
1952,M,11,North Hall Barons,03:01.7
1952,M,12,Dodds House,03:01.8
1952,M,13,"Rogers East ""W""",03:03.3
1952,M,14,South Ball B,03:04.6
1952,M,15,Phi Kappa Tau,03:05.2
1952,M,16,Pi Kappa Phi,03:06.1
1952,M,17,Alpha Phi Alpha,03:07.3
1952,M,18,"Rogers West ""W""",03:07.6
1952,M,19,Todd House,03:07.7
1952,M,20,Theta Xi,03:08.5
1952,M,21,Hummer House,03:08.6
1952,M,22,Pi Kappa Alpha,03:08.6
1952,M,23,Lowe House,03:09.5
1952,M,24,"Rogers West ""V""",03:09.6
1952,M,25,Nichols House,03:09.7
1952,M,26,Lambda Chi Alpha,03:09.7
1952,M,27,North Hall Cavaliers,03:10.1
1952,M,28,West Hall III,03:10.3
1952,M,29,South Hall Buccaneers,03:11.1
1952,M,30,Kappa Delta Rho,03:11.8
1952,M,31,Campbell House,03:12.0
1952,M,32,Sigma Alpha Mu,03:12.2
1952,M,33,Beta Theta Pi,03:13.3
1951,M,1,Phi Delta Theta,03:05.9
1951,M,2,Sigma Alpha Epsilon,03:07.6
1951,M,3,Ferguson House,03:07.6
1951,M,4,South Hall B,03:13.1
1951,M,5,Rogers East V,03:14.2
1951,M,6,Phi Gamma Delta,03:16.3
1951,M,7,South Hall Buccaneers,03:16.5
1951,M,8,Lambda Chi Alpha,03:19.0
1951,M,9,Delta Tau Delta,03:20.9
1951,M,10,Alpha Tau Omega,03:21.6
1951,M,11,Sigma Nu,03:22.0
1951,M,12,Parks House,03:22.1
1951,M,13,Phi Kappa Psi,03:04.6
1951,M,14,Theta Chi,03:07.3
1951,M,15,Beta Theta Pi,03:09.8
1951,M,16,Acacia,03:10.1
1951,M,17,Elliott House,03:11.4
1951,M,18,Sigma Pi,03:11.8
1951,M,19,Phi Sigma Kappa,03:13.0
1951,M,20,Delta Upsilon,03:13.3
1951,M,21,North Hall Cavaliers,03:13.6
1951,M,22,Jenkins House,03:13.6
1951,M,23,Pi Kappa Alpha,03:15.6
1951,M,24,Dodds House,03:16.0
1951,M,25,Pi Lambda Phi,03:16.2
1951,M,26,Alpha Phi Alpha,03:17.5
1951,M,27,Hummer House,03:18.1
1951,M,28,Kappa Delta Rho,03:18.5
1951,M,29,Nichols House,03:18.7
1951,M,30,Kappa Sigma,03:19.5
1951,M,31,Zeta Beta Tau,03:10.6
1951,M,32,North Hall Friars,03:16.5
1951,M,33,Rogers West T,03:22.7
