Year,Gender,Place,Team,Finish Time
1997,M,20,Chi Phi,02:31.854
1997,M,21,Cinzano,02:32.556
1997,M,22,Alpha Tau Omega,02:33.198
1997,M,23,Kappa Sigma,02:33.634
1997,M,24,Sigma Pi,02:33.865
1997,M,25,Mezcla,02:33.974
1997,M,26,Wright Cycling,02:34.295
1997,M,27,Collins Buccaneers,02:35.030
1997,M,28,Alpha Sigma Phi,02:36.273
1997,M,29,Evans Scholars,02:36.892
1997,M,30,McNutt Cychos,02:37.364
1997,M,31,Zeta Beta Tau,02:38.825
1997,M,32,Lambda Chi Alpha,02:39.321
1997,M,33,Army ROTC,02:41.319
1997,F,1,Kappa Kappa Gamma,02:41.711
1997,F,2,Alpha Gamma Delta,02:43.675
1997,F,3,Wright Cycledelics,02:46.884
1997,F,4,Roadrunners,02:48.789
1997,F,5,Alpha Deltla Pi,02:49.178
1997,F,6,Delta Zeta,02:50.076
1997,F,7,Gamma Phi Beta,02:50.081
1997,F,8,Kappa Alpha Theta,02:50.119
1997,F,9,Pi Beta Phi,02:50.623
1997,F,10,Alpha Chi Omega,02:51.671
1997,F,11,Briscoe Banshees,02:52.023
1997,F,12,Delta Gamma,02:52.621
1997,F,13,Kappa Delta,02:55.748
1997,F,14,Alpha Phi Omega,02:55.767
1997,F,15,Alpha Xi Delta,02:56.855
1997,F,16,Landsharks,02:57.686
1997,F,17,Phi Mu,02:58.241
1997,F,18,Alpha Kappa Psi,02:58.702
1997,F,19,Team Z,03:00.384
1997,F,20,Alpha Phi Omega,03:00.720
1997,F,21,Delta Delta Delta,03:01.691
1997,F,22,Chi Omega,03:03.259
1997,F,23,Mezcla,03:03.930
1997,F,24,Teter Cycling,03:07.097
1997,F,25,Collins Buccanettes,03:08.889
1997,F,26,Zeta Tau Alpha,03:10.538
1997,F,27,Foster 4ce,03:11.275
1997,F,28,Sigma Delta Tau,03:18.020
1997,F,29,Alpha Epsilon Phi,03:22.611
1997,F,30,Tortues,03:33.201
1996,M,1,Sigma Chi,02:19.658
1996,M,2,Phi Delta Theta,02:20.996
1996,M,3,Phi Kappa Psi,02:22.294
1996,M,4,Sigma Alpha Epsilon,02:23.830
1996,M,5,Dodds House,02:27.738
1996,M,6,Acacia,02:28.068
1996,M,7,Pi Kappa Alpha,02:28.172
1996,M,8,Wright Cycling,02:28.811
1996,M,9,Beta Theta Pi,02:28.830
1996,M,10,Pneuma,02:28.852
1996,M,11,Sigma Nu,02:29.401
1996,M,12,Sigma Phi Epsilon,02:29.629
1996,M,13,Cutters,02:30.091
1996,M,14,Phi Gamma Delta,02:30.240
1996,M,15,Delta Chi,02:31.590
1996,M,16,Theta Chi,02:32.538
1996,M,17,Alpha Sigma Phi,02:32.823
1996,M,18,Cinzano,02:33.804
1996,M,19,Delta Tau Delta,02:34.098
1996,M,20,Alpha Epsilon Pi,02:34.494
1996,M,21,Collins Buccaneers,02:36.557
1996,M,22,McNutt,02:37.037
1996,M,23,Team College Life,02:37.349
1996,M,24,Alpha Tau Omega,02:38.533
1996,M,25,Sigma Pi,02:38.608
1996,M,26,Briscoe Thrillseekers,02:38.818
1996,M,27,Sigma Alpha Mu,02:39.013
1996,M,28,TFAT,02:39.438
1996,M,29,Pi Kapa Phi,02:39.540
1996,M,30,Lambda Chi Alpha,02:40.299
1996,M,31,Willkie,02:40.449
1996,M,32,Mezcla,02:41.531
1996,M,33,Chi Phi,02:42.736
1996,F,1,Alpha Gamma Delta,02:43.781
1996,F,2,Kappa Alpha Theta,02:44.777
1996,F,3,Landsharks,02:47.851
1996,F,4,Kappa Kappa Gamma,02:48.821
1996,F,5,Roadrunners,02:52.144
1996,F,6,Wright Cycledelics,02:56.425
1996,F,7,Delta Gamma,02:58.677
1996,F,8,Gamma Phi Beta,02:59.831
1996,F,9,Pi Beta Phi,03:01.301
1996,F,10,Alpha Chi Omega,03:01.360
1996,F,11,Delta Delta Delta,03:02.360
1996,F,12,Delta Sigma Pi,03:06.030
1996,F,13,Phi Mu,03:06.687
1996,F,14,Alpha Xi Delta,03:07.646
1996,F,15,Kappa Delta,03:07.844
1996,F,16,Alpha  Phi,03:07.890
1996,F,17,Alpha Delta Pi,03:08.552
1996,F,18,Teter,03:08.737
1996,F,19,Sigma Delta Tau,03:09.044
1996,F,20,Delta Zeta,03:09.578
1996,F,21,Zeta Tau Alpha,03:10.535
1996,F,22,Team Unique,03:15.041
1996,F,23,Alpha Phi Omega,03:18.919
1995,M,1,Phi Delta Theta,02:20.052
1995,M,2,Dodds House,02:22.179
1995,M,3,Sigma Alpha Epsilon,02:23.340
1995,M,4,Sigma Phi Epsilon,02:23.863
1995,M,5,Sigma Chi,02:24.005
1995,M,6,Lambda Chi Alpha,02:24.551
1995,M,7,Acacia,02:26.045
1995,M,8,Phi Gamma Delta,02:26.632
1995,M,9,Phi Kappa Psi,02:27.279
1995,M,10,Alpha Epsilon Pi,02:27.783
1995,M,11,Sigma Nu,02:29.323
1995,M,12,Pi Kappa Alpha,02:30.698
1995,M,13,Delta Chi,02:30.790
1995,M,14,Pi Kappa Phi,02:31.033
1995,M,15,Cutters,02:31.340
1995,M,16,Beta Theta Pi,02:32.096
1995,M,17,TFAT,02:34.139
1995,M,18,Kappa Sigma,02:36.207
1995,M,19,Delta Sigma Pi,02:37.474
1995,M,20,Theta Chi,02:37.487
1995,M,21,Alpha Tau Omega,02:37.721
1995,M,22,Human Wheels,02:38.032
1995,M,23,Delta Upsilon,02:38.413
1995,M,24,Wright Cycling,02:38.713
1995,M,25,Team College Life,02:41.970
1995,M,26,C-A-T,02:42.211
1995,M,27,Delta Tau Delta,02:43.590
1995,M,28,Sigma Alpha Mu,02:45.251
1995,M,29,Alpha Phi Omega,02:49.588
1995,M,30,Alpha Sigma Phi,02:49.623
1995,M,31,Kappa Delta Rho,02:49.996
1995,M,32,Zeta Beta Tau,02:54.087
1995,M,33,Phi Kappa Theta,03:06.927
1995,F,1,Gamma Phi Beta,02:43.156
1995,F,2,Alpha Gamma Delta,02:44.002
1995,F,3,Kappa Alpha Theta,02:45.305
1995,F,4,Kappa Kappa Gamma,02:46.545
1995,F,5,Team College Life,02:51.104
1995,F,6,Landsharks,02:53.143
1995,F,7,Alpha Phi,02:53.472
1995,F,8,Wright Cycledelics,02:53.517
1995,F,9,Alpha Chi Omega,02:55.400
1995,F,10,Delta Delta Delta,02:55.853
1995,F,11,Tasmanian Devils,02:56.160
1995,F,12,Zeta Tau Alpha,02:56.814
1995,F,13,Alpha Xi Delta,02:58.675
1995,F,14,Chi  Omega,02:59.063
1995,F,15,Pi Beta Phi,03:00.592
1995,F,16,Roadrunners,03:00.785
1995,F,17,Delta Zeta,03:01.156
1995,F,18,Delta Sigma Pi,03:03.813
1995,F,19,Kappa Delta,03:04.843
1995,F,20,Phi Mu,03:05.497
1995,F,21,Delta Gamma,03:06.409
1995,F,22,Sigma Delta Tau,03:13.112
1994,M,1,Pi Kappa Alpha,02:21.21
1994,M,2,Phi Delta Theta,02:23.12
1994,M,3,Delta Chi,02:24.59
1994,M,4,Sigma Alpha Epsilon,02:24.61
1994,M,5,Sigma Chi,02:25.05
1994,M,6,Cutters,02:26.63
1994,M,7,Phi Gamma Delta,02:26.92
1994,M,8,Deltla Upsilon,02:27.70
1994,M,9,Acacia,02:28.17
1994,M,10,Alpha Sigma Phi,02:30.20
1994,M,11,Team College Life,02:32.58
1994,M,12,Sigma Phi Epsilon,02:33.61
1994,M,13,Wright Cycling,02:34.07
1994,M,14,Sammy & Co.,02:34.40
1994,M,15,Dodds House,02:34.99
1994,M,16,Lambda Chi Alpha,02:35.05
1994,M,17,Cyclones,02:35.45
1994,M,18,Phi Kappa Psi,02:35.86
1994,M,19,Alpha Epsilon Pi,02:36.54
1994,M,20,Sigma Nu,02:36.59
1994,M,21,Team Last Chance,02:37.34
1994,M,22,Read Zoo Gods,02:39.20
1994,M,23,Pi Kappa Phi,02:41.00
1994,M,24,Cinzano,02:41.19
1994,M,25,Sigma Pi,02:41.65
1994,M,26,Beta Theta Pi,02:42.70
1994,M,27,Theta Chi,02:43.62
1994,M,28,Collins-Graitas,02:43.85
1994,M,29,Human Wheels,02:46.86
1994,M,30,Delta Tau Delta,02:48.38
1994,M,31,McNutt Racing Team,02:49.13
1994,M,32,Kappa Sigma,02:49.30
1994,M,33,Zeta Beta Tau,02:50.80
1994,F,1,Kappa Alpha Theta,02:50.90
1994,F,2,Delta Delta Delta,02:51.96
1994,F,3,Alpha Omicron Pi,02:54.21
1994,F,4,Alpha Gamma Delta,02:54.70
1994,F,5,Alpha Chi Omega,02:57.84
1994,F,6,Alpha Phi,02:59.70
1994,F,7,Kappa Delta,02:59.72
1994,F,8,Kappa Kappa Gamma,03:02.26
1994,F,9,Delta Zeta,03:02.61
1994,F,10,Landsharks,03:02.99
1994,F,11,Gamma Phi Beta,03:05.78
1994,F,12,Roadrunners,03:07.99
1994,F,13,Wright Cycledelics,03:09.57
1994,F,14,Team College Life,03:11.97
1994,F,15,Chi Omega,03:13.28
1994,F,16,McNutt Racing Team,03:13.63
1994,F,17,Alpha Xi Delta,03:15.04
1994,F,18,Phi Mu,03:15.87
1994,F,19,Zeta Tau Alpha,03:15.89
1994,F,20,Delta Sigma Pi,03:20.21
1994,F,21,Alpha Epsilon Phi,03:21.11
1994,F,22,Alpha Delta Pi,03:23.13
1994,F,23,Willkie Dream Team,03:31.24
1994,F,24,Collins Women,03:32.44
1994,F,25,Human Wheels,03:52.83
1993,M,1,Deltla Chi,02:20.80
1993,M,2,Pi Kappa Alpha,02:23.30
1993,M,3,Sigma Alpha Epsilon,02:23.37
1993,M,4,Phi Gamma Delta,02:24.31
1993,M,5,Delta Tau Delta,02:24.37
1993,M,6,Delta Upsilon,02:24.84
1993,M,7,Phi Delta Theta,02:25.63
1993,M,8,Phi Kappa Psi,02:25.84
1993,M,9,Cinzano,02:26.02
1993,M,10,Sigma Nu,02:26.66
1993,M,11,Pi Kappa Phi,02:26.91
1993,M,12,Lambda Chi Alpha,02:27.02
1993,M,13,Dodds House,02:29.13
1993,M,14,Alpha Epsilon Pi,02:29.25
1993,M,15,Team College Life,02:29.58
1993,M,16,Tau Kappa Epsilon,02:31.34
1993,M,17,Cyclones,02:31.84
1993,M,18,Acacia,02:31.85
1993,M,19,Cutters,02:32.77
1993,M,20,Foster RSV,02:32.96
1993,M,21,Sigma Alpha Mu-Delta Sigma Pi,02:33.660
1993,M,22,Sigma Chi,02:33.662
1993,M,23,Theta Chi,02:33.664
1993,M,24,T.F.A.T.,02:35.66
1993,M,25,Evans Scholars,02:36.65
1993,M,26,Sigma Phi Epsilon,02:37.65
1993,M,27,Beta Theta Pi,02:38.66
1993,M,28,Chi Phi,02:40.663
1993,M,29,McNutt,02:40.664
1993,M,30,Collins-Graitas,02:43.65
1993,M,31,Zeta Beta Tau,02:43.66
1993,M,32,Sigma Pi,02:44.65
1993,M,33,Kappa Delta Rho,02:47.65
1993,F,1,Kappa Alpha Theta,02:51.66
1993,F,2,Gamma Phi Beta,02:52.65
1993,F,3,Alpha Omicron Pi,02:54.65
1993,F,4,Alpha Gamma Delta,02:57.656
1993,F,5,Landsharks,02:57.659
1993,F,6,Phi Mu,02:58.66
1993,F,7,Delta Gamma,03:00.90
1993,F,8,Kappa Kappa Gamma,03:00.94
1993,F,9,Alpha Chi Omega,03:03.10
1993,F,10,Alpha Phi,03:03.43
1993,F,11,Sigma Sigma Sigma,03:03.48
1993,F,12,Roadrunners,03:03.73
1993,F,13,Willkie Dream Team,03:03.95
1993,F,14,Kappa Delta,03:05.95
1993,F,15,Forest,03:07.21
1993,F,16,Delta Delta Delta,03:08.11
1993,F,17,Alpha Sigma Alpha,03:08.23
1993,F,18,Delta Zeta,03:08.39
1993,F,19,Zeta Tau Alpha,03:11.20
1993,F,20,Alpha Delta Pi,03:13.65
1993,F,21,Wright Cycledelics,03:15.77
1993,F,22,Collins,03:16.15
1993,F,23,McNutt,03:18.75
1993,F,24,Sigma Kappa,03:19.77
1992,M,1,Pi Kappa Alpha,02:18.47
1992,M,2,Sigma Chi,02:18.60
1992,M,3,Cinzano,02:18.95
1992,M,4,Alpha Epsilon Pi,02:20.71
1992,M,5,Phi Kappa Psi,02:20.95
1992,M,6,Sigma Pi,02:21.97
1992,M,7,Delta Tau Delta,02:22.10
1992,M,8,Delta Chi,02:22.19
1992,M,9,Evans Scholars,02:22.27
1992,M,10,Lambda Chi Alpha,02:22.58
1992,M,11,Acacia,02:22.93
1992,M,12,Phi Gamma Delta,02:23.73
1992,M,13,Cutters,02:24.32
1992,M,14,Phi Delta Theta,02:24.68
1992,M,15,Chi Phi,02:25.37
1992,M,16,McNutt Racing,02:26.13
1992,M,17,Kappa Sigma,02:26.55
1992,M,18,Dodds House,02:26.92
1992,M,19,Sigma Alpha Epsilon,02:27.23
1992,M,20,Theta Chi,02:27.58
1992,M,21,Team College Life,02:28.09
1992,M,22,Sigma Phi Epsilon,02:28.62
1992,M,23,Pi Kappa Phi,02:29.49
1992,M,24,Alpha Sigma Phi,02:29.98
1992,M,25,Foster,02:30.01
1992,M,26,Delta Upsilon,02:32.00
1992,M,27,Willkie-Read,02:32.06
1992,M,28,Phi Kappa Tau,02:332.57
1992,M,29,Zeta Beta Tau,02:32.97
1992,M,30,IMO Major Taylor,02:34.29
1992,M,31,Tau Kappa Epsilon,02:34.45
1992,M,32,Sigma Alpha Mu,02:37.63
1992,M,33,Cyclones,02:30.25
1992,F,1,Kappa Alpha Theta,02:46.83
1992,F,2,Land Sharks,02:46.85
1992,F,3,Delta Zeta,02:47.01
1992,F,4,Phi Mu,02:48.99
1992,F,5,Alpha Gamma Delta,02:50.83
1992,F,6,Alpha Delta Pi,02:51.51
1992,F,7,Read Fury,02:52.36
1992,F,8,Zeta Tau Alpha,02:53.06
1992,F,9,Kappa Kappa Gamma,02:53.43
1992,F,10,Kappa Delta,02:56.50
1992,F,11,FM Nirvana,02:56.87
1992,F,12,Gamma Phi Beta,02:57.37
1992,F,13,Team Brio,02:57.39
1992,F,14,Forest,02:58.41
1992,F,15,Alpha Omicron Pi,02:58.61
1992,F,16,Willkie,03:03.54
1992,F,17,Alpha Phi,03:05.28
1992,F,18,Alpha Sigma Alpha,03:05.72
1992,F,19,Delta Delta Delta,03:06.22
1992,F,20,Wright Cycledelics,03:06.54
1992,F,21,Alpha Epsilon Phi,03:07.19
1992,F,22,Sigma Sigma Sigma,03:08.49
1992,F,23,Sigma Delta Tau,03:14.62
1992,F,24,Sigma Kappa,03:18.02
1992,F,25,Collins,03:29.44
1992,F,26,Delta Gamma,03:30.68
1991,M,1,Acacia,02:18.41
1991,M,2,Sigma Pi,02:18.56
1991,M,3,Sigma Chi,02:19.31
1991,M,4,Beta Theta Pi,02:19.53
1991,M,5,Cinzano,02:20.82
1991,M,6,Foster,02:21.53
1991,M,7,Delta Tau Delta,02:21.70
1991,M,8,Team College Life,02:23.16
1991,M,9,Sigma Alpha Mu,02:23.21
1991,M,10,Wilkie System W,02:23.28
1991,M,11,Delta Chi,02:23.37
1991,M,12,Phi Gamma Delta,02:23.60
1991,M,13,Kappa Sigma,02:24.08
1991,M,14,Phi Kappa Psi,02:24.94
1991,M,15,Cutters,02:25.00
1991,M,16,Pi Kappa Alpha,02:25.03
1991,M,17,Delta Upsilon,02:25.19
1991,M,18,Theta Chi,02:25.36
1991,M,19,Phi Delta Theta,02:25.45
1991,M,20,Sigma Nu,02:25.47
1991,M,21,Chi Phi,02:25.52
1991,M,22,Lambda Chi Alpha,02:25.88
1991,M,23,Team Funk,02:26.96
1991,M,24,Evans Scholars,02:27.26
1991,M,25,Team Independence,02:27.91
1991,M,26,Pi Kappa Phi,02:28.29
1991,M,27,Phi Kappa Tau,02:28.68
1991,M,28,Dodds House,02:28.85
1991,M,29,Sigma Phi Epsilon,02:29.46
1991,M,30,Alpha Epsilon Pi,02:30.30
1991,M,31,TMC,02:30.41
1991,M,32,Alpha Tau Omega,02:31.61
1991,M,33,Sigma Alpha Epsilon,02:32.34
1991,F,1,Foster Nirvana,02:44.00
1991,F,2,Landsharks,02:44.37
1991,F,3,Le Pas,02:45.35
1991,F,4,Gamma Phi Beta,02:46.46
1991,F,5,Kappa Kappa Gamma,02:48.26
1991,F,6,Alpha Phi,02:50.01
1991,F,7,Alpha Xi Delta,02:51.92
1991,F,8,Delta Gamma,02:52.92
1991,F,9,Revolution,02:53.02
1991,F,10,Read Vitesse,02:54.08
1991,F,11,Kappa Alpha Theta,02:55.22
1991,F,12,Zeta Tau Alpha,02:55.76
1991,F,13,Alpha Omicron Pi,02:56.42
1991,F,14,Alpha Delta Pi,02:56.73
1991,F,15,Delta Zeta,02:57.71
1991,F,16,Willkie,02:58.66
1991,F,17,Team Sprint,03:01.60
1991,F,18,Phi Mu,03:05.09
1991,F,19,CMT Graitas,03:06.18
1991,F,20,Alpha Gamma Delta,03:24.06
1991,F,21,Forest Fire,02:53.78
1991,F,22,Kappa Delta,03:02.06
1990,M,1,Phi Gamma Delta,02:14.37
1990,M,2,Pi Kappa Phi,02:16.08
1990,M,3,Acacia,02:18.22
1990,M,4,Beta Theta Pi,02:18.40
1990,M,5,Sigma Chi,02:18.56
1990,M,6,Delta Tau Delta,02:19.41
1990,M,7,Sigma Pi,02:19.56
1990,M,8,Foster RSV,02:20.12
1990,M,9,Sigma Nu,02:21.12
1990,M,10,Teter-Totano,02:21.86
1990,M,11,Alpha Sigma Phi,02:21.91
1990,M,12,Pi Kappa Alpha,02:22.36
1990,M,13,Phi Delta Theta,02:22.38
1990,M,14,Lambda Chi Alpha,02:22.76
1990,M,15,Deltla Upsilon,02:23.25
1990,M,16,Sigma Alpha Mu,02:23.30
1990,M,17,Alpha Tau Omega,02:23.55
1990,M,18,Theta Chi,02:23.68
1990,M,19,Willkie Dogs,02:24.73
1990,M,20,Americana,02:24.75
1990,M,21,Evans Scholars,02:24.84
1990,M,22,Kappa Sigma,02:25.07
1990,M,23,Phi Kappa Psi,02:25.14
1990,M,24,Phi Kappa Tau,02:25.50
1990,M,25,Alpha Epsilon Pi,02:26.15
1990,M,26,Cutters,02:26.27
1990,M,27,Ashton Cyclones,02:27.27
1990,M,28,Cinzano,02:27.49
1990,M,29,Zeta Beta Tau,02:27.65
1990,M,30,Sigma Phi Epsilon,02:28.24
1990,M,31,Sigma Alpha Epsilon,02:28.31
1990,M,32,Collins Graitas,02:29.47
1990,M,33,Dodds House,02:29.52
1990,F,1,Foster Nirvana,02:43.47
1990,F,2,Team Sprint,02:45.01
1990,F,3,Willkie-Read,02:45.12
1990,F,4,Off the Back,02:45.31
1990,F,5,Alpha Phi,02:46.25
1990,F,6,Delta Zeta,02:46.35
1990,F,7,Kappa Alpha Theta,02:47.01
1990,F,8,Alpha Xi Delta,02:50.43
1990,F,9,Alpha Delta Pi,02:50.47
1990,F,10,Wright Cycledelics,02:50.66
1990,F,11,Le Pas,02:51.33
1990,F,12,Kappa Kappa Gamma,02:51.89
1990,F,13,Beyond Control,02:52.71
1990,F,14,Landsharks,02:52.72
1990,F,15,Sigma Delta Tau,02:54.78
1990,F,16,Revolution,02:55.24
1990,F,17,Gamma Phi Beta,02:56.24
1990,F,18,Sigma Kappa,02:56.29
1990,F,19,Alpha Omicron Pi,02:57.11
1990,F,20,Kappa Delta,02:57.31
1990,F,21,Forest Skeeters,02:58.68
1990,F,22,Alpha Gamma Delta,03:01.30
1990,F,23,Chi Omega,03:05.14
1990,F,24,Alpha Epsilon Phi,03:08.65
1990,F,25,Collins Graitas,03:12.06
1990,F,26,Phi Mu,03:07.76
1989,M,1,Sigma Alpha Epsilon,02:16.76
1989,M,2,Phi Gamma Delta,02:17.11
1989,M,3,Phi Delta Theta,02:17.70
1989,M,4,Pi Kappa Alpha,02:17.82
1989,M,5,Acacia,02:18.35
1989,M,6,Sigma Alpha Mu,02:20.32
1989,M,7,Phi Kappa Psi,02:21.32
1989,M,8,Delta Tau Delta,02:21.38
1989,M,9,Foster RSV,02:21.50
1989,M,10,Theta Chi,02:21.51
1989,M,11,Delta Upsilon,02:21.79
1989,M,12,Cutters,02:21.83
1989,M,13,Sigma Phi Epsilon,02:22.04
1989,M,14,Kappa Sigma,02:22.44
1989,M,15,Sigma Nu,02:23.04
1989,M,16,Americana,02:23.73
1989,M,17,Pi Kappa Phi,02:23.74
1989,M,18,Delta Chi,02:24.00
1989,M,19,Teter Totano,02:24.10
1989,M,20,Beta Theta Pi,02:24.26
1989,M,21,Dodds House,02:24.55
1989,M,22,Zeta Beta Tau,02:25.25
1989,M,23,Cinzano,02:25.65
1989,M,24,Sigma Chi,02:25.90
1989,M,25,Chi Phi,02:26.83
1989,M,26,Evans Scholars,02:27.48
1989,M,27,Sigma Pi,02:28.68
1989,M,28,Alpha Epsilon Pi,02:29.14
1989,M,29,Collins Graitas,02:30.47
1989,M,30,Posers,02:30.80
1989,M,31,Phi Kappa Tau,02:31.94
1989,M,32,Read Speed,02:32.12
1989,M,33,Big Red Wave,02:32.78
1989,F,1,Kappa Alpha Theta,02:40.10
1989,F,2,Alpha Phi,02:43.05
1989,F,3,Team Sprint,02:43.16
1989,F,4,Delta Gamma,02:46.91
1989,F,5,Alpha Delta Pi,02:47.01
1989,F,6,Alpha Xi Delta,02:48.61
1989,F,7,Cycledelics,02:49.21
1989,F,8,Delta Zeta,02:49.44
1989,F,9,Briscoe Bullets,02:49.49
1989,F,10,Alpha Epsilon Phi,02:44.67
1989,F,11,Kappa Delta,02:51.37
1989,F,12,Genuine Draft,02:51.61
1989,F,13,Foster Nirvana,02:51.73
1989,F,14,Alpha Omicorn Pi,02:54.37
1989,F,15,Read Between the Lines,02:54.58
1989,F,16,Teter B.T.P. Cycling,02:54.80
1989,F,17,Beyond Control,02:55.73
1989,F,18,DeNovo,03:00.95
1989,F,19,Kappa Kappa Gamma,03:01.60
1989,F,20,Pi Beta Phi,03:01.84
1989,F,21,Phi Mu,03:02.15
1989,F,22,Graitas Women,03:03.59
1989,F,23,Sigma Delta Tau,03:05.02
1989,F,24,Delta Delta Delta,03:05.88
1989,F,25,Gamma Phi Beta,03:06.93
1989,F,26,Chi Omega,03:11.15
1989,F,27,System Willkie,03:09.74
1988,M,1,Sigma Alpha Epsilon,02:15.806
1988,M,2,Phi Delta Theta,02:17.127
1988,M,3,Alpha Epsilon Pi,02:17.516
1988,M,4,Beta Theta Pi,02:17.778
1988,M,5,Theta Chi,02:18.448
1988,M,6,Delta Upsilon,02:19.389
1988,M,7,Delta Tau Delta,02:19.858
1988,M,8,Phi Gamma Delta,02:19.875
1988,M,9,Pi Kappa Alpha,02:20.587
1988,M,10,Alpha Tau Omega,02:20.753
1988,M,11,Chi Phi,02:20.854
1988,M,12,Lambda Chi Alpha,02:21.207
1988,M,13,Sigma Phi Epsilon,02:21.467
1988,M,14,Americana,02:22.167
1988,M,15,Posers,02:22.365
1988,M,16,Beachriders,02:22.550
1988,M,17,Delta Chi,02:22.587
1988,M,18,Teter Totano,02:22.808
1988,M,19,Collins Graitas,02:22.993
1988,M,20,Cutters,02:23.125
1988,M,21,Sigma Chi,02:23.270
1988,M,22,Acacia,02:23.712
1988,M,23,Evans Scholars,02:24.084
1988,M,24,Dodds House,02:24.362
1988,M,25,Cinzano,02:24.404
1988,M,26,Kappa Sigma,02:24.468
1988,M,27,Sigma Pi,02:25.075
1988,M,28,Foster RSV,02:25.402
1988,M,29,Sigma Alpha Mu,02:25.403
1988,M,30,Phi Kappa Psi,02:26.255
1988,M,31,Sigma Nu,02:27.283
1988,M,32,Phi Kappa Ptau,02:28.471
1988,M,33,Alpha Sigma Phi,02:29.304
1988,F,1,Kappa Alpha Theta,02:41.731
1988,F,2,Alpha Phi,02:45.447
1988,F,3,Alpha Gamma Delta,02:45.880
1988,F,4,Zeta Tau Alpha,02:51.293
1988,F,5,Cinzano,02:52.078
1988,F,6,Alpha Delta Pi,02:52.726
1988,F,7,Notorious,02:53.722
1988,F,8,Willkie Sprint,02:54.103
1988,F,9,Kappa Delta,02:54.249
1988,F,10,Collins Graitas,02:55.077
1988,F,11,Alpha Omicron Pi,02:55.290
1988,F,12,Wright Cycledelics,02:56.034
1988,F,13,Delta Delta Delta,02:57.249
1988,F,14,Briscoe Bullets,02:57.284
1988,F,15,No Brakes-Foster,02:57.609
1988,F,16,Sigma Kappa,02:58.589
1988,F,17,Alpha Epsilon Phi,02:59.073
1988,F,18,Windsprint,02:59.083
1988,F,19,Alpha Xi Delta,02:59.226
1988,F,20,Stonies,02:59.507
1988,F,21,Delta Gamma,02:59.865
1988,F,22,Spokeswomen,03:02.390
1988,F,23,The Ambassadors,03:02.869
1988,F,24,Copecetic,03:02.955
1988,F,25,Stroke Forest,03:05.606
1988,F,26,Phi Mu,03:05.845
1988,F,27,Alpha Chi Omega,03:10.958
1988,F,28,Wild Thing-Forest,03:18.817
1988,F,29,Eureka,03:35.734
1988,F,30,Delta Zeta,02:57.719
1988,F,31,Cinquencento,03:28.998
1987,M,1,Sigma Alpha Epsilon,02:19.73
1987,M,2,Alpha Tau Omega,02:22.25
1987,M,3,Posers,02:22.83
1987,M,4,Delta Tau Delta,02:22.90
1987,M,5,Cutters,02:23.42
1987,M,6,Dodds House,02:24.01
1987,M,7,Phi Gamma Delta,02:25.30
1987,M,8,Pi Kappa Alpha,02:26.16
1987,M,9,Joint Venture,02:26.48
1987,M,10,Phi Kappa Psi,02:26.79
1987,M,11,Evans Scholars,02:27.67
1987,M,12,Sigma Phi Epsilon,02:28.07
1987,M,13,Theta Chi,02:28.72
1987,M,14,Kappa Sigma,02:29.20
1987,M,15,Phi Deltla Theta,02:30.03
1987,M,16,Sigma Pi,02:30.09
1987,M,17,Americana,02:31.63
1987,M,18,Beach Riders,02:32.19
1987,M,19,Acacia,02:32.28
1987,M,20,Sigma Alpha Mu,02:32.62
1987,M,21,Cinzano,02:32.71
1987,M,22,Totano,02:32.89
1987,M,23,Kappa Delta Rho,02:32.89
1987,M,24,Collins Graitas,02:33.09
1987,M,25,Sigma Nu,02:33.30
1987,M,26,Zeta Beta Tau,02:33.40
1987,M,27,Parks,02:33.63
1987,M,28,Wright Quad,02:33.65
1987,M,29,Delta Chi,02:34.19
1987,M,30,Chi Phi,02:34.47
1987,M,31,Read Curry 5,02:34.95
1987,M,32,Visitors,02:35.71
1987,M,33,Flying High,02:37.43
1986,M,1,Phi Delta Theta,02:15.12
1986,M,2,Phi Gamma Delta,02:17.68
1986,M,3,Sigma Alpha Epsilon,02:19.42
1986,M,4,Pi Kappa Alpha,02:19.42
1986,M,5,Alpha Epsilon Pi,02:19.71
1986,M,6,Lambda Chi Alpha,02:20.02
1986,M,7,Theta Chi,02:20.88
1986,M,8,Chi Phi,02:21.06
1986,M,9,Kappa Sigma,02:21.08
1986,M,10,Cinzano,02:21.23
1986,M,11,Sigma Nu,02:22.21
1986,M,12,Alpha Tau Omega,02:22.45
1986,M,13,Sigma Phi Epsilon,02:22.57
1986,M,14,Cutters,02:22.67
1986,M,15,Delta Tau Delta,02:23.03
1986,M,16,Phi Kappa Psi,02:23.10
1986,M,17,Collins Graitas,02:23.47
1986,M,18,Acacia,02:23.50
1986,M,19,Joint Venture,02:24.02
1986,M,20,Alpha Sigma Phi,02:24.35
1986,M,21,Sigma Chi,02:24.87
1986,M,22,Evans Scholars,02:24.89
1986,M,23,Chain Gang,02:25.02
1986,M,24,Sigma Alpha Mu,02:25.10
1986,M,25,Americana,02:25.41
1986,M,26,Delta Upsilon,02:25.61
1986,M,27,Trophydash,02:25.95
1986,M,28,Read Curry Top Drawer,02:26.08
1986,M,29,Nichols Cyclones,02:26.09
1986,M,30,Kappa Delta Rho,02:27.65
1986,M,31,Read Beck II Visitors,02:27.65
1986,M,32,Pi Kappa Phi,02:27.73
