Year,Gender,Place,Name,Team,Finish Time
2019,F,105,Chloe Bartley,Nursing,03:04.14
2019,F,106,Sarah McAlister,Nursing,03:04.59
2019,F,107,Ella Liu,Alpha Omicron Pi,03:04.81
2019,F,108,Hannah Costlow,Cru Cycling,03:04.89
2019,F,109,Breann Kroeber,Independent Council,03:05.39
2019,F,110,Hope Vigren,Gamma Phi Beta,03:05.53
2019,F,111,Kyra Kofodimos,Theta Phi Alpha,03:06.16
2019,F,112,Jessica Schlueter,Kappa Alpha Theta,03:06.20
2019,F,113,Tess Nihill,Alpha Delta Pi,03:06.25
2019,F,114,Erika De La Cruz,Zeta Tau Alpha,03:06.36
2019,F,115,Alissa Anselm,Theta Phi Alpha,03:06.73
2019,F,116,Abby Kincaide,Alpha Sigma Alpha,03:06.81
2019,F,117,Joy Park,Delta Gamma,03:06.83
2019,F,118,Claire Choinacky,Kappa Delta,03:06.96
2019,F,119,Jessica Deady,Alpha Delta Pi,03:07.74
2019,F,120,Elena Browne,Alpha Gamma Delta,03:07.90
2019,F,121,Ashley Grochau,Kappa Delta,03:09.14
2019,F,122,Claire Craig,Phi Gamma Nu,03:09.30
2019,F,123,Jensen Brumbaugh,Zeta Tau Alpha,03:09.47
2019,F,124,Ciara Lynch,Alpha Sigma Alpha,03:09.80
2019,F,125,Allison Sams,Gamma Phi Beta,03:09.91
2019,F,126,Megan Baumhover,Phi Mu,03:09.94
2019,F,127,Mason Tirey,Cru Cycling,03:10.20
2019,F,128,Madison White,Phi Gamma Nu,03:11.01
2019,F,129,Claire Taylor,Kappa Delta,03:11.44
2019,F,130,Katie Rosner,Alpha Sigma Alpha,03:12.21
2019,F,131,Isabella Oganovich,Kappa Kappa Gamma,03:12.98
2019,F,132,Megan Furgason,Alpha Sigma Alpha,03:13.06
2019,F,133,Madeline Larrison,Alpha Chi Omega,03:14.17
2019,F,134,Allison Hildebrand,Delta Phi Epsilon,03:14.17
2019,F,135,Marielle Dagassan,Pi Beta Phi,03:14.56
2019,F,136,Arianna Michaeli,Zeta Tau Alpha,03:14.72
2019,F,137,Meg Hardesty,Delta Phi Epsilon,03:14.78
2019,F,138,Natalie Peele,Kappa Kappa Gamma,03:15.22
2019,F,139,Emily Swiatek,Kappa Alpha Theta,03:17.29
2019,F,140,Presley Batchelor,Delta Sigma Pi,03:17.41
2019,F,141,Nuona Chen,RideOn,03:17.93
2019,F,142,Emily Hawkins,Nursing,03:18.71
2019,F,143,Clare Urbanczyk,Theta Phi Alpha,03:20.38
2019,F,144,Allie Caldwell,Sigma Delta Tau,03:22.92
2019,F,145,Blakely Gibeaut,Gamma Phi Beta,03:23.28
2019,F,146,Ally Weissman,Pi Beta Phi,03:24.71
2019,F,147,Maddie Parent,Alpha Xi Delta,03:25.14
2019,F,148,Caroline Abrams,Kappa Alpha Theta,03:26.07
2019,F,149,Rebekah Poscover,Sigma Delta Tau,03:26.13
2019,F,150,Marley Salinas,Delta Gamma,03:26.45
2019,F,151,Anissa Patel,Pi Beta Phi,03:27.21
2019,F,152,Lauryn Blank,Pi Beta Phi,03:27.99
2019,F,153,Camryn Silverton,Kappa Kappa Gamma,03:31.23
2019,F,154,Emma Shelton,Delta Phi Epsilon,03:33.47
2019,F,155,Ilyse Lipman,Sigma Delta Tau,03:33.63
2019,F,156,Bailey Pope,Gamma Phi Beta,03:34.41
2019,F,157,Taylor Dempewolf,Sigma Kappa,03:34.84
2019,F,158,Kaitlyn Meyer,Sigma Kappa,03:39.59
2019,F,159,Talia Oleshansky,Alpha Epsilon Phi,03:49.87
2019,F,160,Sophia Cordova,Gamma Phi Beta,04:01.21
2019,M,1,Xavier Martinez,Black Key Bulls,02:22.09
2019,M,2,Noble Guyon,Cutters,02:22.91
2019,M,3,Robert Strobel,Black Key Bulls,02:23.07
2019,M,4,Caleb Langley,Bears,02:23.66
2019,M,5,Albert La Valle,Phi Kappa Psi,02:23.75
2019,M,6,Tom Settle,Sigma Phi Epsilon,02:24.15
2019,M,7,William Huibregtse,Cutters,02:24.26
2019,M,8,Fergus Arthur,NEH cycling,02:24.77
2019,M,9,Logan Tisdale,Gray Goat,02:24.79
2019,M,10,Nicholas Lazaroae,Gray Goat,02:25.71
2019,M,11,Jonathan Jaggard,Gafombi,02:26.45
2019,M,12,Austin Curtis,Phi Delta Theta,02:26.58
