Year,Gender,Place,Name,Team,Finish Time
2011,F,37,Lindsey Ziemba,Kappa Delta,02:57.61
2011,F,38,Katie Reed,Alpha Gamma Delta,02:58.34
2011,F,39,Hannah Calvert,Army Women,02:58.34
2011,F,40,Abbey Smith,Phi Mu,02:58.43
2011,F,41,Megan Balbach,Kappa Delta,02:58.43
2011,F,42,Jenna Disser,Delta Zeta,02:58.69
2011,F,43,Monica Bhatia,Delta Zeta,02:58.80
2011,F,44,Emily Loebig,Delta Gamma,02:59.06
2011,F,45,Rebecca Shoemaker,Team Revolution,02:59.08
2011,F,46,Meagan Bebchuk,Teter,02:59.16
2011,F,47,Ali Bickel,Wing It,02:59.16
2011,F,48,Mary Cutler,Kappa Delta,02:59.25
2011,F,49,Keelee Leyden,Chi Omega,02:59.56
2011,F,50,Emily Laskonski,Delta Zeta,02:59.57
2011,F,51,Liz Mackey,Pi Beta Phi,03:01.49
2011,F,52,Jessie Williams,Cru Cycling,03:01.64
2011,F,53,Susan Laurie,Teter,03:01.67
2011,F,54,Alex Edwards,Wing It Cycling,03:01.91
2011,F,55,Christine Beyer,Kappa Alpha Theta,03:01.98
2011,F,56,Emily Szwiec,Phi Mu,03:02.03
2011,F,57,Christine Ball,Team Revolution,03:02.05
2011,F,58,Jane He,Alpha Gamma Delta,03:02.29
2011,F,59,Kristen Haubold,Cru Cycling,03:02.45
2011,F,60,Caitlin Burke,Army Women,03:02.47
2011,F,61,Brittany Hamilton,Delta Zeta,03:02.81
2011,F,62,Angie Serviss,Team Revolution,03:03.10
2011,F,63,Grace Hoglund,Alpha Chi Omega,03:03.21
2011,F,64,Jana Kovich,Delta Gamma,03:03.38
2011,F,65,Lyndi Hollis,Cru Cyling,03:03.53
2011,F,66,Amanda Gratziana,Gamma Phi Beta,03:03.53
2011,F,67,Ashley Pilipiszyn,Army Women,03:03.62
2011,F,68,Katelyn Dawson,Chi Omega,03:03.94
2011,F,69,Erika Piquero,Gamma Phi Beta,03:04.57
2011,F,70,Claire Troutman,Alpha Gamma Delta,03:04.61
2011,F,71,Carrie Gordon,Delta Sigma Pi,03:04.78
2011,F,72,Kasie Ashton,Alpha Omicron Pi,03:05.03
2011,F,73,Jenna Schmith,Phi Mu,03:05.41
2011,F,74,Libby Lienhoop,Alpha Chi Omega,03:05.61
2011,F,75,Kelsey Wright,Alpha Xi Delta,03:07.16
2011,F,76,Caitlin Pitts,Chi Omega,03:07.17
2011,F,77,Kelsie Landers,Alpha Xi Delta,03:07.39
2011,F,78,Lindsey Conger,Last Change,03:07.75
2011,F,79,Kristina Cripe,Cru Cycling,03:07.92
2011,F,80,Amelia Zabel,Gamma Phi Beta,03:08.30
2011,F,81,Rachel Curley,Rainbow Cycling,03:08.83
2011,F,82,Katie Molby,Gamma Phi Beta,03:08.88
2011,F,83,Sara Waters,Alpha Chi Omega,03:09.72
2011,F,84,Charlotte Jay,Alpha Xi Delta,03:10.32
2011,F,85,Tara Harr,Alpha Delta Pi,03:10.79
2011,F,86,Kelsey Holder,RideOn,03:11.58
2011,F,87,Rosie Ahlberg,Pi Beta Phi,03:11.66
2011,F,88,Meredith Freeman,Team Gluff,03:11.83
2011,F,89,Meghan Reed,Rainbow Cycling,03:13.22
2011,F,90,Kristen Powell,Delta Gamma,03:14.11
2011,F,91,Rachel Green,Team Gluff,03:14.30
2011,F,92,Danielle Thoe,RideOn,03:14.49
2011,F,93,Helen Han,RideOn,03:14.55
2011,F,94,Mallory Studabaker,Pi Beta Phi,03:14.82
2011,F,95,Kate Waxler,Chi Omega,03:15.13
2011,F,96,Tori Edwards,Chi Omega,03:15.61
2011,F,97,Lisa Sun,Alpha Gamma Delta,03:15.98
2011,F,98,Meredith Davis,Chi Omega,03:15.99
2011,F,99,Cindy Ueker,Gamma Phi Beta,03:16.05
2011,F,100,Andrew Wade,Delta Gamma,03:16.37
2011,F,101,Victoria Byrd,Rainbow Cycling,03:17.12
2011,F,102,Alexx Klein,Team Gluff,03:17.38
2011,F,103,Morgan Smith,RideOn,03:17.82
2011,F,104,Megan Caldwell,RideOn,03:18.03
2011,F,105,Elizabeth Littlejohn,Last Chance,03:18.26
2011,F,106,Ally V. Khajenouri,Chi Omega,03:18.55
2011,F,107,Melissa Rose,Alpha Delta Pi,03:18.90
2011,F,108,Allison Mulder,Alpha Delta Pi,03:19.32
2011,F,109,Alyssa Minich,Alpha Delta Pi,03:19.39
2011,F,110,Kylie Wilcer,Alpha Omicron Pi,03:19.59
2011,F,111,Brittany Sparks,Air Force Women,03:20.35
2011,F,112,Allison LeClere,Phi Mu,03:20.73
2011,F,113,Mary Hidde,Alpha Omicron Pi,03:22.41
2011,F,114,Erin Gallo,Alpha Omicron Pi,03:23.01
2011,F,115,Christina Willison,Team Gluff,03:23.60
2011,F,116,Rebecca Frettinger,Air Force Women,03:23.93
2011,F,117,Maddie Smith,Delta Sigma Pi,03:24.89
2011,F,118,Rosalie DeLarme,Alpha Delta Pi,03:25.93
2011,F,119,Laurel Crutchfield,Alpha Omicron Pi,03:30.05
2011,F,120,Laura Shcneider,Delta Sigma Pi,03:31.23
2011,F,121,Leila Gorstein,Sigma Delta Tau,03:31.55
2011,F,122,Chelsea Sherman,Army Women,03:37.22
2011,F,123,Emily Smith,Last Change,03:38.14
2011,F,124,Katie Swain,Kappa Kappa Gamma,03:39.24
2011,F,125,Julia Friedman,Sigma Delta Tau,03:40.00
2011,F,126,Ryann Holm,Alpha Delta Pi,03:42.63
2011,F,127,Alexa Werner,Alpha Epsilon Phi,03:51.23
2011,F,128,Mayan Ruimy,Alpha Epsilon Phi,03:51.41
2011,F,129,Alex Deerr,Air Force Women,03:51.98
2011,F,130,Eve Lowinger,Sigma Detla Tau,03:55.27
2011,F,131,Lauren Spencer,Alpha Epsilon Phi,04:06.11
2011,F,132,Mallory Grossman,Sigma Delta Tau,04:33.65
2010,M,1,Eric Young,Cutters,02:22.09
2010,M,2,Steve Sharp,Phi Delta Theta,02:24.13
2010,M,3,Dan Brown,Phi Kappa Psi,02:25.58
2010,M,4,Adam Mercer,Phi Kappa Psi,02:26.38
2010,M,5,Baxter Burnworth,Phi Delta Theta,02:26.50
2010,M,6,Pat O'Hara,Phi Kappa Psi,02:26.84
2010,M,7,Ted Boeglin,Phi Gamma Delta,02:26.88
2010,M,8,Clayton Feldman,Cutters,02:27.28
2010,M,9,Eric Anderson,Beta Theta Pi,02:27.52
2010,M,10,Jordan Bailey,Black Key Bulls,02:27.86
2010,M,11,Adam Fish,Sigma Chi,02:28.11
2010,M,12,David Ellis,Phi Gamma Delta,02:28.17
2010,M,13,James Coudright,Delta Tau Delta,02:28.30
2010,M,14,Andrew Morrow,Sigma Chi,02:28.32
2010,M,15,Zach Trogdon,Gray Goat Cycling,02:28.64
2010,M,16,John Strickland,Sigma Chi,02:28.74
2010,M,17,David Richardson-Rossbach,Delta Upsilon,02:28.90
2010,M,18,Stephen Quay,Black Key Bulls,02:29.15
2010,M,19,Pete Stevens,Delta Upsilon,02:29.22
2010,M,20,Nick Sovinski,Phi Delta Theta,02:29.75
2010,M,21,Charles Thayer,Wright Cycling,02:29.81
2010,M,22,Todd Leone,Phi Gamma Delta,02:29.86
2010,M,23,Greg Bortz,Acacia,02:30.25
2010,M,24,Pat Kinn,Phi Kappa Psi,02:30.82
2010,M,25,Jon Myrvold,Delta Tau Delta,02:30.90
2010,M,26,Chris Williams,Evans Scholars,02:30.91
2010,M,27,Ren Jay Shei,Black Key Bulls,02:30.97
2010,M,28,Matt Green,Beta Theta Pi,02:31.47
2010,M,29,Rett Deinlein,Phi Gamma Delta,02:31.65
2010,M,30,Will McDermott,Delta Chi,02:31.84
2010,M,31,Dan Carson,Delta Upsilon,02:31.90
2010,M,32,Michael Schroeder,Cutters,02:31.97
2010,M,33,Ryan Kiel,Gray Goat Cycling,02:31.99
2010,M,34,Alex Malone,Delta Sigma Pi,02:32.22
2010,M,35,Barret Preuninger,Sigma Chi,02:32.39
2010,M,36,Rex Rafferty,Air Force Cyling,02:32.63
2010,M,37,Matt Kain,Phi Delta Theta,02:32.83
2010,M,38,Jake Rowland,Phi Delta Theta,02:32.88
2010,M,39,Brian Holthouse,Gray Goat Cycling,02:32.94
2010,M,40,Stephen Mis,Black Key Bulls,02:33.13
2010,M,41,Stuart Miller,Sigma Phi Epsilon,02:33.16
2010,M,42,David Ong,Beta Theta Pi,02:33.44
2010,M,43,Cameron Cornett,Delta Chi,02:33.77
2010,M,44,Jim Azriel,Sigma Phi Epsilon,02:33.77
2010,M,45,Kaleb Naegeli,Cru Cycling,02:33.99
2010,M,46,Trey Richardson,Wright Cycling,02:34.00
2010,M,47,Sam Harbison,Cutters,02:34.05
2010,M,48,Brice Brookshire,Sigma Nu,02:34.23
2010,M,49,Ian Blackwell,Phi Delta Theta,02:34.25
2010,M,50,RJ Stuart,Delta Tau Delta,02:34.27
2010,M,51,Joel Newman,Sigma Nu,02:34.37
2010,M,52,Sven Gartner,Phi Delta Theta,02:34.37
2010,M,53,Nick Lenard,Delta Tau Delta,02:34.45
2010,M,54,David Osborn,Evans Scholars,02:34.54
2010,M,55,Chris West,Phi Delta Theta,02:34.70
2010,M,56,Michael Waymire,Cru Cycling,02:35.00
2010,M,57,Dan Childers,Delta Tau Delta,02:35.08
2010,M,58,Nick Kovenal,Pi Kappa Alpha,02:35.40
2010,M,59,Chris Wood,Hoosier Climber?,02:35.63
2010,M,60,Jacob Shields,Theta Chi,02:35.83
2010,M,61,Dane Rigney,Achtung!,02:35.99
2010,M,62,Zach Lusk,Cutters,02:36.20
2010,M,63,Jake Tudorica,Theta Chi,02:36.50
2010,M,64,Shane Ruckel,Beta Theta Pi,02:36.69
2010,M,65,Nathan Wells,Hoosier Climber?,02:36.92
2010,M,66,Austin Nielsen,Cru Cycling,02:36.94
2010,M,67,Ryan Sapp,Sigma Phi Epsilon,02:36.96
2010,M,68,Ryan Woods,Pi Kappa Phi,02:36.98
2010,M,69,John Bishop,Pi Kappa Phi,02:37.14
2010,M,70,Jamie Becker,Collins Bunny Gamma,02:37.20
2010,M,71,Erik Kiser,Beta Theta Pi,02:37.44
2010,M,72,Bryan Smoot,IUSF,02:37.46
2010,M,73,Michael Deane,Acacia,02:37.71
2010,M,74,Timothy Nixon,Hoosier Climber?,02:37.72
2010,M,75,Ben Dowell,Phi Delta Theta,02:37.81
2010,M,76,Kevin Newkirk,Theta Chi,02:37.89
2010,M,77,Pat Tracy,Pi Kappa Phi,02:38.03
2010,M,78,Will Boeglin,Phi Gamma Delta,02:38.07
2010,M,79,Neil Bansal,Kappa Sigma,02:38.08
2010,M,80,Bill Kenny,Cycling For Freedom,02:38.14
2010,M,81,Carey Wagoner,Cru Cycling,02:38.37
2010,M,82,Kyle Strait,Sigma Chi,02:38.48
2010,M,83,Caleb Allison,Collins Bunny Gamma,02:38.54
2010,M,84,Jeremy Pearson,Sigma Alpha Epsilon,02:38.71
2010,M,85,Kyle Spanski,Cycling For Freedom,02:38.75
2010,M,86,Dan Yeoman,Phi Kappa Psi,02:39.00
2010,M,87,Chris Williams,Phi Gamma Delta,02:39.39
2010,M,88,Blaine Rothrock,Delta Chi,02:39.45
2010,M,89,Billy Unce,Kappa Sigma,02:39.46
2010,M,90,Steve Smith,Kappa Sigma,02:39.51
2010,M,91,John Newman,Sigma Nu,02:39.54
2010,M,92,RJ Half,Gray Goat Cycling,02:39.56
2010,M,93,Ashton Wischmeier,Black Key Bulls,02:39.58
2010,M,94,Aaron Frazin,Sigma Alpha Mu,02:39.67
2010,M,95,Sam Zeller,Acacia,02:39.85
2010,M,96,Sam Gabrek,Phi Sigma Kappa,02:39.89
2010,M,97,Charles Spencer,Dodds House,02:39.97
2010,M,98,Jonah Schutzman,Kappa Sigma,02:39.99
2010,M,99,Matt Kiel,Gray Goat Cycling,02:40.05
2010,M,100,Ryan Meneghin,Delta Chi,02:40.50
2010,M,101,Dan McCarthey,Evans Scholars,02:40.80
2010,M,102,Isaac Stone Simonelli,Hoosier Climber?,02:40.82
2010,M,103,Evan Tomlinson,Phi Sigma Kappa,02:40.96
2010,M,104,Matt Witt,Phi Delta Theta,02:41.00
2010,M,105,Mike Jaklie,Evans Scholars,02:41.03
2010,M,106,Brent Nowinski,Wright Cycling,02:41.37
2010,M,107,Rick Ekelof,Delta Tau Delta,02:41.67
2010,M,108,Billy Howard,Theta Chi,02:41.69
2010,M,109,Tom Obryan,Delta Sigma Pi,02:41.81
2010,M,110,Nikhil Navkav,Wright Cycling,02:41.97
2010,M,111,Julian Londono,Air Force Cycling,02:42.03
2010,M,112,Elliot Englert,Emanon Cycling,02:42.05
2010,M,113,Jake Dayton,Dodds House,02:42.07
2010,M,114,Cyle Kasper,Phi Kappa Sigma,02:42.13
2010,M,115,Devin Shively,Dodds House,02:42.13
2010,M,116,Justin Mix,Delta Chi,02:42.25
2010,M,117,Will Kostrzewsky,Phi Sigma Kappa,02:42.61
2010,M,118,Mark Rees,Pi Kappa Alpha,02:42.78
2010,M,119,Nick Metzger,Collins Bunny Gamma,02:42.89
2010,M,120,Jack McMahon,Wright,02:43.28
2010,M,121,Tyler Crow,Sigma Phi Epsilon,02:44.04
2010,M,122,Chris Beckley,Collins Bunny Gamma,02:44.45
2010,M,123,Jake Smither,Pi Kappa Phi,02:44.51
2010,M,124,Alex Ray,Emanon Cycling,02:45.05
2010,M,125,Reed McClure,Delta Chi,02:45.07
2010,M,126,David Deka,Cycling For Freedom,02:45.22
2010,M,127,Justin Haviar,Emanon Cycling,02:45.25
2010,M,128,Nick Kappas,Achtung!,02:45.34
2010,M,129,Tyler Schwartz,Sigma Alpha Mu,02:45.41
2010,M,130,Caleb Douglas,Pi Kappa Alpha,02:45.72
2010,M,131,Ben Miller,Sigma Alpha Mu,02:45.78
2010,M,132,Cole Harrison,Acacia,02:46.26
2010,M,133,Andrew Silk,Phi Sigma Kappa,02:46.37
2010,M,134,Andy Gordon,Delta Upsilon,02:46.69
2010,M,135,Nick Sapp,Delta Tau Delta,02:46.81
2010,M,136,Nathan Rosenblum,Sigma Alpha Mu,02:47.01
2010,M,137,JT VanCleave,Cru Cycling,02:47.41
2010,M,138,Sean Vallely,Emanon Cycling,02:47.51
2010,M,139,Robert Johnson,Air Force Cycling,02:47.59
2010,M,140,John Bowden,Wright Cycling,02:47.69
2010,M,141,Zach Eppers,Plan B,02:48.54
2010,M,142,Alex Sabol,Kappa Sigma,02:48.80
2010,M,143,Ben Canal,Delta Sigma Pi,02:48.95
2010,M,144,Matt Schertz,Lambda Chi Alpha,02:48.98
2010,M,145,Kenny Eagle,Delta Sigma Pi,02:49.50
2010,M,146,Matt Habel,Plan B,02:49.71
2010,M,147,Brendan Wise,Plan B,02:49.74
2010,M,148,Raffi Feinstein,Achtung!,02:50.04
2010,M,149,Steven Hess,Plan B,02:50.16
2010,M,150,Dustin Hall,Lambda Chi Alpha,02:50.34
2010,M,151,Diego Rodriguez,Dodds House,02:50.61
2010,M,152,Dan McCrae,Cycling For Freedom,02:51.86
2010,M,153,Christian Fritz,Evans Scholars,02:51.88
2010,M,154,Tyler Lucas,Phi Kappa Psi,02:52.06
2010,M,155,Rob Wildeman,Sigma Phi Epsilon,02:53.06
2010,M,156,Evan McCaulay,Phi Kappa Psi,02:54.57
2010,M,157,Kyle Swanney,Air Force Cycling,02:54.78
2010,M,158,Jeff Crews,Phi Kappa Psi,02:57.78
2010,M,159,Andrew Butash,Achtung!,03:05.73
2010,F,1,Caitlin Van Kooten,Teter,02:40.03
2010,F,2,Caroline Brown,Pi Beta Phi,02:41.02
2010,F,3,Kelsey Kent,Delta Gamma,02:41.09
2010,F,4,Lauren Half,Delta Gamma,02:42.45
2010,F,5,Jennifer Balbach,Kappa Delta,02:42.75
2010,F,6,Sonja Arnesen,Gamma Phi Beta,02:43.62
2010,F,7,Jackie Duemler,Relativity,02:46.17
2010,F,8,Mindi Balchan,Alpha Gamma Delta,02:46.63
2010,F,9,Amy Dickman,Kappa Alpha Theta,02:47.51
2010,F,10,Monica Baylis,Kappa Kappa Gamma,02:47.66
2010,F,11,Kristen Metherd,Kappa Alpha Theta,02:48.35
2010,F,12,Katie Sauter,Kappa Kappa Gamma,02:48.43
2010,F,13,Christine Melloy,Delta Sigma Pi (W),02:48.44
2010,F,14,Ellen Knecht,Alpha Gamma Delta,02:48.97
2010,F,15,Erin Axley,Kappa Alpha Theta,02:49.13
2010,F,16,Kelsey Phillips,Delta Gamma,02:49.52
2010,F,17,Dana VanderGenugten,Teter,02:49.97
2010,F,18,Hannah Calvert,Army Women,02:49.98
2010,F,19,Liz Davis,Army Women,02:50.05
2010,F,20,Megan Gruber,Kappa Kappa Gamma,02:50.10
2010,F,21,Rachel Stark,Army Women,02:50.61
2010,F,22,Lauren Gowdy,Teter,02:50.63
2010,F,23,Emily Max,Kappa Alpha Theta,02:50.63
2010,F,24,Theresa Kretz,Alpha Gamma Delta,02:50.73
2010,F,25,Abigail Legg,Wing It Cycling,02:51.62
2010,F,26,Steph Maggio,Alpha Xi Delta,02:52.45
2010,F,27,Anna Thomas,Army Women,02:52.88
2010,F,28,Susan Laurie,Teter,02:53.11
2010,F,29,Lindsey Ziemba,Kappa Delta,02:53.56
2010,F,30,Lauren Sewell,Army Women,02:53.63
2010,F,31,Amanda Gratzianna,Gamma Phi Beta,02:53.79
2010,F,32,Maria Srour,Wing It,02:53.93
2010,F,33,Lauren Possley,Phi Mu,02:54.28
2010,F,34,Kacie Davis,Zeta Tau Alpha,02:54.76
2010,F,35,Lisa Hutcheson,Team Revolution,02:55.34
2010,F,36,Jenna Quill,Chi Omega,02:55.41
2010,F,37,Rachel Parr,SPQR,02:55.47
2010,F,38,Kenzie Berg,Kappa Kappa Gamma,02:55.72
2010,F,39,Lizzie Lohse,Alpha Phi,02:55.98
2010,F,40,Emily Loebig,Delta Gamma,02:56.05
2010,F,41,Ashley Pilipiszyn,Army Women,02:56.11
2010,F,42,Ariana Breckner,Delta Sigma Pi (W),02:56.53
2010,F,43,Mary Kate Murphy,Army Women,02:56.85
2010,F,44,Rachel Eldert,LAMP (W),02:56.92
2010,F,45,Ellen Daly,Chi Omega,02:56.97
2010,F,46,Kelley Douglas,Gamma Phi Beta,02:57.20
2010,F,47,Jackie Stevens,Kappa Kappa Gamma,02:57.33
2010,F,48,Aileen Ottenweller,Army Women,02:57.42
2010,F,49,Stacey Schwarz,Wing It,02:57.74
2010,F,50,Ali Bichel,Wing It,02:57.78
2010,F,51,Julie Lazzaro,Alpha Chi Omega,02:57.85
2010,F,52,Marguerite Huber,Alpha Gamma Delta,02:58.22
2010,F,53,Alyssa Byron,Mezcla,02:58.41
2010,F,54,Jenna Szymialis,Phi Mu,02:58.53
2010,F,55,Kellie Kidd,Alpha Phi,02:58.65
2010,F,56,Tess Godfrey,SPQR,02:58.65
2010,F,57,Emily Palmer,Wing It,02:58.73
2010,F,58,Erica Lee,LAMP (W),02:58.85
2010,F,59,Jamie Ayers,Delta Gamma,02:58.85
2010,F,60,Meagh McKee,Zeta Tau Alpha,02:59.02
2010,F,61,Bekah MacGregor,Phi Mu,02:59.05
2010,F,62,Stefani Puaca,Wing It,02:59.09
2010,F,63,Cassie Luhrsen,Air Force Women,02:59.12
2010,F,64,Rachel Fullmek,Team Revolution,02:59.17
2010,F,65,Lynn Coryell,Delta Delta Delta,02:59.36
2010,F,66,Katie Reed,Team Gluff,02:59.50
2010,F,67,Stephanie Scott,Gamma Phi Beta,02:59.81
2010,F,68,Megan Demarco,Delta Sigma Pi (W),03:00.23
2010,F,69,Jenny Boll,Kappa Delta,03:00.29
2010,F,70,Lindsey Sajewich,Alpha Epsilon Phi,03:01.09
2010,F,71,Stephanie Reninger,Relativity,03:01.21
2010,F,72,Chelsea Merta,Mezcla,03:01.25
2010,F,73,Alex Flis,Alpha Phi,03:01.26
2010,F,74,PJ Allen,Alpha Phi,03:01.58
2010,F,75,Shannon Cook,Lioness,03:01.94
2010,F,76,Megan Balbach,Kappa Delta,03:02.20
2010,F,77,Katelyn Dawson,Chi Omega,03:02.23
2010,F,78,Claire Troutman,Alpha Gamma Delta,03:02.25
2010,F,79,Caitlen Pitts,Chi Omega,03:02.35
2010,F,80,Lindsey Winter,Delta Sigma Pi (W),03:02.45
2010,F,81,Liz Mackey,Pi Beta Phi,03:02.66
2010,F,82,Courtney  Adams,Chi Omega,03:02.75
2010,F,83,Rebecca Shoemaker,Team Revolution,03:03.11
2010,F,84,Elaine Fath,Alpha Gamma Delta,03:03.33
2010,F,85,Erin Murray,Gamma Phi Beta,03:03.44
2010,F,86,Lisa Adams,Cycledelics,03:03.83
2010,F,87,Signe White,Dynamica,03:04.44
2010,F,88,Kari Lankford,Cycledelics,03:04.58
2010,F,89,Britt Walk,Phi Mu,03:04.58
2010,F,90,Kristin Pruskinski,Alpha Chi Omega,03:05.15
2010,F,91,Andrea Wolf,Dynamica,03:05.64
2010,F,92,Christy Davis,Alpha Chi Omega,03:05.91
2010,F,93,Jocelyn Solorzano,Mezcla,03:06.22
2010,F,94,Makensie Coslett,Alpha Omicron Pi,03:06.29
2010,F,95,Lindsey Conger,Last Chance,03:06.47
2010,F,96,Mary Carter,Lioness,03:06.81
2010,F,97,Alexandra Moxley,LAMP (W),03:08.06
2010,F,98,Cait McKee,Zeta Tau Alpha,03:08.34
2010,F,99,Noelle King,Delta Delta Delta,03:08.50
2010,F,100,Grace Hoglund,Alpha Chi Omega,03:08.58
2010,F,101,Jen Hill,Air Force Women,03:08.85
2010,F,102,Kelsey Wright,Alpha Xi Delta,03:08.90
2010,F,103,Libby Lienhoop,Alpha Chi Omega,03:08.94
2010,F,104,Courtney Fluke,Pi Beta Phi,03:09.45
2010,F,105,Nicole Richardson,Last Chance,03:09.57
2010,F,106,Allison Thiems,Zeta Tau Alpha,03:09.91
2010,F,107,Whitney Gbur,Alpha Chi Omega,03:09.98
2010,F,108,Erica Posson,Dynamica,03:10.08
2010,F,109,Lisa Sun,Alpha Gamma Delta,03:10.29
2010,F,110,Jamie Duncan,Chi Omega,03:10.75
2010,F,111,Ashley Doyle,Air Force Women,03:11.78
2010,F,112,Megan Caldwell,Relativity,03:12.05
2010,F,113,Angela Serviss,Team Revolution,03:12.22
2010,F,114,Logan Doyle,Air Force Women,03:12.77
2010,F,115,Melissa Rose,Alpha Delta Pi,03:12.79
2010,F,116,Elizabeth Littlejohn,Alpha Omicron Pi,03:13.17
2010,F,117,Eden Faye,Alpha Epsilon Phi,03:13.28
2010,F,118,Kaitlin Talley,Relativity,03:14.28
2010,F,119,Erin Gallo,Alpha Omicron Pi,03:14.39
2010,F,120,Jenna Schmith,Phi Mu,03:14.57
2010,F,121,Brittani Wheeler,Team Gluff,03:14.71
2010,F,122,Jane He,Alpha Gamma Delta,03:16.46
2010,F,123,Haley Waltman,LAMP (W),03:19.53
2010,F,124,Stephanie Wright,Alpha Omicron Pi,03:20.06
2010,F,125,Audrey Hiltunen,Alpha Omicron Pi,03:20.15
2010,F,126,Charlotte Jay,Alpha Xi Delta,03:20.92
2010,F,127,Allie Greenstein,Last Chance,03:21.15
2010,F,128,Megan Hruska,Team Gluff,03:21.40
2010,F,129,Rachel Mason,Alpha Epsilon Phi,03:21.72
2010,F,130,Annie Harkavy,Alpha Epsilon Phi,03:21.75
2010,F,131,Ashleigh Peterson,Team Gluff,03:23.15
2010,F,132,Alyssa Minich,Alpha Delta Pi,03:23.58
2010,F,133,Rosalie DeLarme,Alpha Delta Pi,03:25.20
2010,F,134,Lauren Spencer,Alpha Epsilon Phi,03:25.39
2010,F,135,Rachel Klarich,Alpha Delta Pi,03:25.52
2010,F,136,Louisa Varo,Alpha Delta Pi,03:25.86
2010,F,137,Sarah Finnesty,Air Force (W),03:32.74
2010,F,138,Erica Laiderman,Alpha Epsilon Phi,03:37.57
2010,F,139,Mellisa Slavin,Alpha Epsilon Phi,03:46.43
2009,M,1,Eric Young,Cutters,02:18.25
2009,M,2,Kenny Parks,Team Major Taylor,02:20.10
2009,M,3,Greg Maves,Delta Tau Delta,02:22.20
2009,M,4,David Ellis,Phi Gamma Delta,02:22.24
2009,M,5,Jordan Bailey,Black Key Bulls,02:22.35
2009,M,6,David Richardson Rossbach,Delta Upsilon,02:22.74
2009,M,7,Rett Deinlein,Phi Gamma Delta,02:22.75
2009,M,8,Steve Ziemba,Alpha Tau Omega,02:22.81
2009,M,9,Valentin Todorow,Black Key Bulls,02:23.14
2009,M,10,Ted Boeglin,Phi Gamma Delta,02:23.35
2009,M,11,Clayton Feldman,Cutters,02:23.51
2009,M,12,Steve Sharp,Phi Delta Theta,02:23.54
2009,M,13,Pat Shelton,Acacia,02:23.64
2009,M,14,Adam Mercer,Phi Kappa Psi,02:24.40
2009,M,15,Nick Sovinski,Phi Delta Theta,02:25.27
2009,M,16,Ren Jay Shei,Black Key Bulls,02:25.67
2009,M,17,Baxter Burnworth,Phi Delta Theta,02:25.99
2009,M,18,Graham Gifford,Dodds House,02:26.09
2009,M,19,Zach Trogdon,Gray Goat Cycling,02:26.12
2009,M,20,Scott Catanzaro,Delta Chi,02:26.20
2009,M,21,Matt Neibler,Delta Tau Delta,02:26.39
2009,M,22,AD King,Phi Gamma Delta,02:26.76
2009,M,23,Matt Kain,Phi Delta Theta,02:27.19
2009,M,24,Dan Brown,Phi Kappa Psi,02:27.25
2009,M,25,Pat O'Hara,Phi Kappa Psi,02:27.40
2009,M,26,Matt Kiel,Gray Goat Cycling,02:27.40
2009,M,27,James Rigney,Achtung,02:27.69
2009,M,28,Charlie Thayer,Wright Cycling,02:28.27
2009,M,29,Justin Boren,Twisted Steel,02:28.30
2009,M,30,Brant Powell,Black Key Bulls,02:28.40
2009,M,31,Chris West,Phi Delta Theta,02:29.30
2009,M,32,Nicholas Newblom,Twisted Steel,02:29.40
2009,M,33,Matt Lee,Delta Tau Delta,02:29.53
2009,M,34,Alex Malone,Delta Sigma Pi (M),02:29.55
2009,M,35,Rob Graham,Sigma Nu,02:29.78
2009,M,36,Pat Kinn,Phi Kappa Psi,02:29.79
2009,M,37,Will McDermott,Delta Chi,02:30.14
2009,M,38,Ryan Kiel,Gray Goat Cycling,02:30.60
2009,M,39,Michael Schroeder,Cutters,02:30.68
2009,M,40,Robert Perez,Alpha Tau Omega,02:30.69
2009,M,41,Mark Miller,Twisted Steel,02:30.86
2009,M,42,Brian Holthouse,Gray Goat Cycling,02:31.00
2009,M,43,Andrew Morrow,Sigma Chi,02:31.14
2009,M,44,Matt Cvengros,Beta Theta Pi,02:31.20
2009,M,45,Scott Mueller,Black Key Bulls,02:31.30
2009,M,46,Steve Smith,Kappa Sigma,02:31.50
2009,M,47,Joel Newman,Sigma Nu,02:31.70
2009,M,48,Charles Spencer,Dodds House,02:31.90
2009,M,49,Zach Lusk,Cutters,02:32.10
2009,M,50,John Herrel,Theta Chi,02:32.10
2009,M,51,Alfons Eggink,Team Major Taylor,02:32.10
2009,M,52,Jon Myrvold,Delta Tau Delta,02:32.20
2009,M,53,Pete Stevens,Delta Upsilon,02:32.40
2009,M,54,Zach Plummer,Beta Theta Pi,02:32.50
2009,M,55,Jacob Rowland,Wright Cycling,02:32.60
2009,M,56,Jeff Dziejialewski,Sigma Pi,02:32.70
2009,M,57,Nick Sides,Delta Upsilon,02:32.90
2009,M,58,John Bishop,Pi Kappa Phi,02:33.10
2009,M,59,John Strickland,Sigma Chi,02:33.10
2009,M,60,Ryan Woods,Pi Kappa Phi,02:33.20
2009,M,61,Matt Freebersyser,Delta Sigma Pi (M),02:33.30
2009,M,62,JR Sweany,Alpha Tau Omega,02:33.50
2009,M,63,Eric Anderson,Black Key Bulls,02:33.60
2009,M,64,Nick Puaca,Gray Goat Cycling,02:33.60
2009,M,65,James Coudright,Team Major Taylor,02:34.10
