Year,Gender,Place,Team,Finish Time,Laps
1971,M,12,Martin III,02:13.08,198
1971,M,13,Sigma Phi Epsilon,02:13.07,197
1971,M,14,Delta Upsilon,02:13.31,196
1971,M,15,Pi Kappa Alpha,02:13.36,196
1971,M,16,Delta Tau Delta,02:13.36,195
1971,M,17,Dewey House,02:13.20,194
1971,M,18,Delta Sigma Pi,02:13.10,193
1971,M,19,Briscoe,02:13.26,193
1971,M,20,Beta Theta Pi,02:13.37,193
1971,M,21,Sigma Alpha Epsilon,02:13.15,192
1971,M,22,Willkie VI,02:13.44,191
1971,M,23,Sigma Alpha Mu,02:13.30,189
1971,M,24,Theta Xi,02:13.07,188
1971,M,25,Willkie IV,02:13.24,187
1971,M,26,Sigma Pi,02:13.14,186
1971,M,27,Evans Scholars,02:13.05,184
1971,M,28,Teter,02:13.15,183
1971,M,29,Lambda Chi Alpha,02:13.09,182
1971,M,30,Crone,02:13.21,182
1971,M,31,Pi Kappa Phi,02:13.41,181
1971,M,32,Magee II,02:13.40,174
1971,M,33,Bryan,02:13.10,173
1970,M,1,Sigma Phi Epsilon,02:15:56,200
1970,M,2,Delta Chi,02:16:03,200
1970,M,3,Dodds House,02:16:04,200
1970,M,4,Alpha Tau Omega,02:16:12,200
1970,M,5,Sigma Nu,02:16:16,200
1970,M,6,Martin III,02:16:53,200
1970,M,7,Sigma Alpha Epsilon,02:17:26,200
1970,M,8,Briscoe B,02:17:27,200
1970,M,9,Theta Chi,02:17:33,200
1970,M,10,Delta Tau Delta,02:18:06,200
1970,M,11,Kappa Sigma,,0
1970,M,12,Lambda Chi Alpha,,0
1970,M,13,Sigma Chi,,0
1970,M,14,Phi Gamma Delta,,0
1970,M,15,Acacia,,0
1970,M,16,Phi Kappa Psi,,0
1970,M,17,Pi Kappa Alpha,,0
1970,M,18,Phi Delta Theta,,0
1970,M,19,Alpha Sigma Phi,,0
1970,M,20,Beta Theta Pi,,0
1970,M,21,Sigma Pi,,0
1970,M,22,Magee II,,0
1970,M,23,Phi Kappa Theta,,0
1970,M,24,Cravens C,,0
1970,M,25,Crone,,0
1970,M,26,Zeta Beta Tau,,0
1970,M,27,Wilkie VII,,0
1970,M,28,Chi Phi,,0
1970,M,29,Dewey House,,0
1970,M,30,Shea III,,0
1970,M,31,Evans Scholars,,0
1970,M,32,Shea II,,0
1970,M,33,Sigma Alpha Mu,,0
1969,M,1,Alpha Tau Omega,02:27.5,200
1969,M,2,Phi Delta Theta,,0
1969,M,3,Dodds House,,0
1969,M,4,Beta Theta Pi,,0
1969,M,5,Kappa Sigma,,0
1969,M,6,Delta Upsilon,,0
1969,M,7,Acacia,,0
1969,M,8,Sigma Nu,,0
1969,M,9,Briscoe,,0
1969,M,10,Delta Chi,,0
1969,M,11,Kappa Delta Rho,,0
1969,M,12,Wissler IV,,0
1969,M,13,Sigma Phi Epsilon,,0
1969,M,14,Phi Kappa Psi,,0
1969,M,15,Sigma Alpha Epsilon,,0
1969,M,16,Delta Tau Delta,,0
1969,M,17,Theta Chi,,0
1969,M,18,Pi Kappa Alpha,,0
1969,M,19,Phi Kappa Theta,,0
1969,M,20,Phi Kappa Tau,,0
1969,M,21,Sigma Alpha Mu,,0
1969,M,22,Phi Gamma Delta,,0
1969,M,23,Sigma Chi,,0
1969,M,24,Cravens C,,0
1969,M,25,Zeta Beta Tau,,0
1969,M,26,Willkie,,0
1969,M,27,Martin III,,0
1969,M,28,Theta Xi,,0
1969,M,29,McNutt,,0
1969,M,30,Sigma Pi,,0
1969,M,31,Alpha Epsilon Pi,,0
1969,M,32,Tau Kappa Epsilon,,0
1969,M,33,Shea II,,0
1968,M,1,Phi Kappa Psi,02:12.5,200
1968,M,2,Delta Upsilon,,0
1968,M,3,Sigma Phi Epsilon,,0
1968,M,4,Alpha Tau Omega,,0
1968,M,5,Sigma Alpha Mu,,0
1968,M,6,Acacia,,0
1968,M,7,Kappa Sigma,,0
1968,M,8,Sigma Alpha Epsilon,,0
1968,M,9,Phi Kappa Theta,,0
1968,M,10,Phi Gamma Delta,,0
1968,M,11,Theta Chi,,0
1968,M,12,Cravens C,,0
1968,M,13,Sigma Nu,,0
1968,M,14,Dodds House,,0
1968,M,15,Pi Kappa Alpha,,0
1968,M,16,Lambda Chi Alpha,,0
1968,M,17,Willkie,,0
1968,M,18,Magee II,,0
1968,M,19,Kappa Delta Rho,,0
1968,M,20,Beta Theta Pi,,0
1968,M,21,Phi Kappa Tau,,0
1968,M,22,Phi Epsilon Pi,,0
1968,M,23,Wissler IV,,0
1968,M,24,Martin III,,0
1968,M,25,Hummer House,,0
1968,M,26,Zeta Beta Tau,,0
1968,M,27,Pi Kappa Phi,,0
1968,M,28,Chi Phi,,0
1968,M,29,McNutt,,0
1968,M,30,Tau Kappa Epsilon,,0
1968,M,31,Sigma Chi,,0
1968,M,32,Willkie Co-op,,0
1968,M,33,Phi Delta Theta,,0
1967,M,1,Phi Gamma Delta,02:15.4,200
1967,M,2,Phi Delta Theta,02:15.4,200
1967,M,3,Sigma Alpha Epsilon,02:15.5,200
1967,M,4,Alpha Tau Omega,02:15.5,200
1967,M,5,Phi Kappa Theta,02:16.2,200
1967,M,6,Sigma Chi,02:16.2,200
1967,M,7,Sigma Phi Epsilon,02:16.3,200
1967,M,8,Phi Kappa Psi,02:16.4,200
1967,M,9,Theta Chi,02:17.1,200
1967,M,10,Kappa Sigma,02:17.1,200
1967,M,11,Sigma Nu,02:16.5,199
1967,M,12,Dodds House,02:17.1,199
1967,M,13,Acacia,02:16.3,198
1967,M,14,Delta Upsilon,02:17.1,198
1967,M,15,Kappa Delta Rho,02:17.1,195
1967,M,16,Lambda Chi Alpha,02:16.4,193
1967,M,17,Chi Phi,02:17.1,193
1967,M,18,Sigma Pi,02:16.4,192
1967,M,19,Delta Tau Delta,02:17.1,192
1967,M,20,The Stew-Bums,02:16.5,191
1967,M,21,Briscoe #1,02:16.6,191
1967,M,22,Beta Theta Pi,02:17.0,190
1967,M,23,Magee II,02:16.3,187
1967,M,24,Tau Kappa Epsilon,02:16.4,187
1967,M,25,Zeta Beta Tau,02:17.1,186
1967,M,26,Cravens C Friars,02:16.4,184
1967,M,27,Phi Epsilon Pi,02:16.4,184
1967,M,28,Martin III,02:17.1,184
1967,M,29,Fergason House,02:16.4,179
1967,M,30,Edmondson II,02:16.6,179
1967,M,31,Willkie Men's Co-op,02:16.4,178
1967,M,32,Wissler IV,02:17.0,176
1967,M,33,Alpha Epsilon Pi,02:17.1,171
1966,M,1,Phi Kappa Psi,02:16.5,200
1966,M,2,Sigma Phi Epsilon,,0
1966,M,3,Sigma Nu,,0
1966,M,4,Alpha Tau Omega,,0
1966,M,5,Phi Gamma Delta,,0
1966,M,6,Theta Chi,,0
1966,M,7,Sigma Alpha Epsilon,,0
1966,M,8,Sigma Chi,,0
1966,M,9,Delta Upsilon,,0
1966,M,10,McNutt,,0
1966,M,11,Beta Theta Pi,,0
1966,M,12,Kappa Delta Rho,,0
1966,M,13,Phi Kappa Theta,,0
1966,M,14,Tau Kappa Epsilon,,0
1966,M,15,Acacia,,0
1966,M,16,Chi Phi,,0
1966,M,17,Lambda Chi Alpha,,0
1966,M,18,Sigma Alpha Mu,,0
1966,M,19,Phi Sigma Kappa,,0
1966,M,20,Martin III,,0
1966,M,21,Delta Tau Delta,,0
1966,M,22,Phi Kappa Tau,,0
1966,M,23,Delta Chi,,0
1966,M,24,Willkie Co-op,,0
1966,M,25,Briscoe,,0
1966,M,26,Sigma Pi,,0
1966,M,27,Edmondson II,,0
1966,M,28,Hummer House,,0
1966,M,29,Dodds House,,0
1966,M,30,Kappa Sigma,,0
1966,M,31,Zeta Beta Tau,,0
1966,M,32,Cravens A,,0
1966,M,33,Pi Kappa Phi,,0
1965,M,1,Phi Gamma Delta,02:17.2,200
1965,M,2,Sigma Alpha Epsilon,,0
1965,M,3,Alpha Tau Omega,,0
1965,M,4,Phi Kappa Psi,,0
1965,M,5,Sigma Nu,,0
1965,M,6,Phi Delta Theta,,0
1965,M,7,Beta Theta Pi,,0
1965,M,8,Kappa Delta Rho,,0
1965,M,9,Sigma Phi Epsilon,,0
1965,M,10,Delta Upsilon,,0
1965,M,11,Laurel/Walnut,,0
1965,M,12,Ruter/Jerkins,,0
1965,M,13,Willkie Co-op,,0
1965,M,14,Wissler II,,0
1965,M,15,Acacia,,0
1965,M,16,Phi Sigma Kappa,,0
1965,M,17,Delta Tau Delta,,0
1965,M,18,Tau Kappa Epsilon,,0
1965,M,19,Jenkinson House,,0
1965,M,20,Dodds House,,0
1965,M,21,Lambda Chi Alpha,,0
1965,M,22,Martin III,,0
1965,M,23,Pi Kappa Alpha,,0
1965,M,24,McNutt,,0
1965,M,25,Kappa Sigma,,0
1965,M,26,Theta Chi,,0
1965,M,27,Hummer House,,0
1965,M,28,Phi Kappa Theta,,0
1965,M,29,Elliott/Lowe,,0
1965,M,30,Zeta Beta Tau,,0
1965,M,31,Alpha Epsilon Pi,,0
1965,M,32,Todd House,,0
1965,M,33,Ferguson House,,0
1964,M,1,Beta Theta Pi,02:22.4,200
1964,M,2,Sigma Alpha Epsilon,,0
1964,M,3,Phi Gamma Delta,,0
1964,M,4,Acacia,,0
1964,M,5,Sigma Nu,,0
1964,M,6,Alpha Tau Omega,,0
1964,M,7,Dodds House,,0
1964,M,8,Parks House,,0
1964,M,9,Chi Phi,,0
1964,M,10,Phi Delta Theta,,0
1964,M,11,Phi Kappa Psi,,0
1964,M,12,Zeta Beta Tau,,0
1964,M,13,Jenkinson House,,0
1964,M,14,Lambda Chi Alpha,,0
1964,M,15,Sigma Chi,,0
1964,M,16,Delta Upsilon,,0
1964,M,17,Delta Chi,,0
1964,M,18,Theta Chi,,0
1964,M,19,Walnut Hall,,0
1964,M,20,Kappa Delta Rho,,0
1964,M,21,Pi Kappa Tau,,0
1964,M,22,Tau Kappa Epsilon,,0
1964,M,23,Delta Tau Delta,,0
1964,M,24,Shea,,0
1964,M,25,Cravens A,,0
1964,M,26,Sigma Phi Epsilon,,0
1964,M,27,Sigma Alpha Mu,,0
1964,M,28,Phi Sigma Kappa,,0
1964,M,29,Ferguson House,,0
1964,M,30,Kappa Sigma,,0
1964,M,31,Dunn House,,0
1964,M,32,Todd House,,0
1964,M,33,Alpha Epsilon Pi,,0
1963,M,1,Sigma Alpha Epsilon,02:17.0,200
1963,M,2,Alpha Tau Omega,,0
1963,M,3,Acacia,,0
1963,M,4,Phi Gamma Delta,,0
1963,M,5,Beta Theta Pi,,0
1963,M,6,Dodds House,,0
1963,M,7,Edmondson II,,0
1963,M,8,Laurel Hall,,0
1963,M,9,Phi Kappa Psi,,0
1963,M,10,Kappa Delta Rho,,0
1963,M,11,Chi Phi,,0
1963,M,12,Phi Delta Theta,,0
1963,M,13,Sigma Nu,,0
1963,M,14,Sigma Chi,,0
1963,M,15,Sigma Phi Epsilon,,0
1963,M,16,Parks House,,0
1963,M,17,Jenkins House,,0
1963,M,18,Tau Kappa Epsilon,,0
1963,M,19,Zeta Beta Tau,,0
1963,M,20,Forest (Goodbody),,0
1963,M,21,Walnut Hall,,0
1963,M,22,Lambda Chi Alpha,,0
1963,M,23,Delta Chi,,0
1963,M,24,Kappa Sigma,,0
1963,M,25,Delta Tau Delta,,0
1963,M,26,Edmondson IV,,0
1963,M,27,Sigma Pi,,0
1963,M,28,Delta Upsilon,,0
1963,M,29,Theta Chi,,0
1963,M,30,Phi Kappa Theta,,0
1963,M,31,Phi Kappa Tau,,0
1963,M,32,Martin Hall,,0
1963,M,33,Hummer House,,0
1962,M,1,Phi Kappa Psi,02:17.3,200
1962,M,2,Sigma Alpha Epsilon,,0
1962,M,3,Phi Gamma Delta,,0
1962,M,4,Chi Phi,,0
1962,M,5,Acacia,,0
1962,M,6,Alpha Tau Omega,,0
1962,M,7,Beta Theta Pi,,0
1962,M,8,Phi Delta Theta,,0
1962,M,9,Edmondson II,,0
1962,M,10,Sigma Nu,,0
1962,M,11,Sigma Phi Epsilon,,0
1962,M,12,Lambda Chi Alpha,,0
1962,M,13,Walnut Hall,,0
1962,M,14,Delta Chi,,0
1962,M,15,Towers D-2,,0
1962,M,16,Zeta Beta Tau,,0
1962,M,17,Delta Tau Delta,,0
1962,M,18,Laurel Hall,,0
1962,M,19,Dodds House,,0
1962,M,20,Kappa Delta Rho,,0
1962,M,21,Delta Upsilon,,0
1962,M,22,Kappa Sigma,,0
1962,M,23,Pi Kappa Tau,,0
1962,M,24,Ferguson House,,0
1962,M,25,Sigma Pi,,0
1962,M,26,Phi Kappa Theta,,0
1962,M,27,Forest Hall,,0
1962,M,28,Campbell House,,0
1962,M,29,Theta Chi,,0
1962,M,30,Stockwell House,,0
1962,M,31,Elliott House,,0
1962,M,32,Sigma Chi,,0
1962,M,33,Parks House,,0
1961,M,1,Acacia,02:22.2,200
1961,M,2,Phi Gamma Delta,,0
1961,M,3,Phi Kappa Psi,,0
1961,M,4,Lambda Chi Alpha,,0
1961,M,5,Beta Theta Pi,,0
1961,M,6,Sigma Phi Epsilon,,0
1961,M,7,Sigma Nu,,0
1961,M,8,Phi Delta Theta,,0
1961,M,9,Sigma Alpha Epsilon,,0
1961,M,10,Dodds House,,0
1961,M,11,Sigma Chi,,0
1961,M,12,Chi Phi,,0
1961,M,13,Zeta Beta Tau,,0
1961,M,14,Kappa Delta Rho,,0
1961,M,15,Delta Tau Delta,,0
1961,M,16,Walnut House,,0
1961,M,17,Stockwell House,,0
1961,M,18,Kappa Sigma,,0
1961,M,19,Delta Upsilon,,0
1961,M,20,Theta Chi,,0
1961,M,21,Normal College,,0
1961,M,22,Alpha Tau Omega,,0
1961,M,23,Laurel Hall,,0
1961,M,24,Campbell House,,0
1961,M,25,Forest Hall,,0
1961,M,26,Dunn House,,0
1961,M,27,Parks House,,0
1961,M,28,Delta Chi,,0
1961,M,29,Tau Kappa Epsilon,,0
1961,M,30,Alpha Epsilon Pi,,0
1961,M,31,Maple Hall North,,0
1961,M,32,Hall House,,0
1961,M,33,Phi Sigma Kappa,,0
1960,M,1,Phi Kappa Psi,02:21.5,200
1960,M,2,Sigma Alpha Epsilon,,0
1960,M,3,Lambda Chi Alpha,,0
1960,M,4,Sigma Nu,,0
1960,M,5,Phi Gamma Delta,,0
1960,M,6,Chi Phi,,0
1960,M,7,Alpha Tau Omega,,0
1960,M,8,Acacia,,0
1960,M,9,The Dunn House,,0
1960,M,10,Delta Chi,,0
1960,M,11,Dodds House,,0
1960,M,12,Delta Upsilon,,0
1960,M,13,Sigma Phi Epsilon,,0
1960,M,14,Campbell House,,0
1960,M,15,Sigma Chi,,0
1960,M,16,Beta Theta Pi,,0
1960,M,17,Towers Center B,,0
1960,M,18,Forest Hall,,0
1960,M,19,Pi Kappa Phi,,0
1960,M,20,Zeta Beta Tau,,0
1960,M,21,Phi Sigma Kappa,,0
1960,M,22,Kappa Delta Rho,,0
1960,M,23,Harding House,,0
1960,M,24,Ruter House,,0
1960,M,25,Sigma Pi,,0
1960,M,26,Ferguson House,,0
1960,M,27,Sigma Alpha Mu,,0
1960,M,28,Delta Tau Delta,,0
1960,M,29,Theta Chi,,0
1960,M,30,Kappa Sigma,,0
1960,M,31,Elliott House,,0
1960,M,32,Lower Linden,,0
1960,M,33,Phi Delta Theta,,0
1959,M,1,Phi Kappa Psi,02:25.0,200
1959,M,2,Sigma Alpha Epsilon,02:25.2,200
1959,M,3,Sigma Nu,02:27.2,200
1959,M,4,Chi Phi,02:28.2,200
1959,M,5,Acacia,02:28.3,200
1959,M,6,Phi Gamma Delta,02:30.2,200
1959,M,7,Lambda Chi Alpha,02:30.5,200
1959,M,8,Fergason House,02:31.5,200
1959,M,9,Dodds House,02:32.5,200
1959,M,10,Rollins House,02:33.2,200
1959,M,11,Phi Delta Theta,02:32.6,199
1959,M,12,Pi Kappa Phi,02:33.1,199
1959,M,13,West Linden,02:32.4,198
1959,M,14,Delta Chi,02:32.4,197
1959,M,15,Dunn House,02:33.1,195
1959,M,16,Sigma Chi,02:32.5,194
1959,M,17,Theta Chi,02:33.1,193
1959,M,18,Sigma Phi Epsilon,02:33.2,193
1959,M,19,Delta Upsilon,02:33.0,192
1959,M,20,South Hall Buccaneers,02:32.5,190
1959,M,21,North Hall Friars,02:32.6,189
1959,M,22,Beta Theta Pi,02:33.0,188
1959,M,23,Alpha Tau Omega,02:32.5,187
1959,M,24,Ruter House,02:32.6,184
1959,M,25,Todd House,02:32.6,183
1959,M,26,Zeta Beta Tau,02:32.6,183
1959,M,27,Hickory Hall,02:33.1,183
1959,M,28,Sigma Pi,02:32.4,182
1959,M,29,West Hall Trojans,02:32.5,182
1959,M,30,Phi Sigma Kappa,02:32.4,181
1959,M,31,Delta Tau Delta,02:33.1,179
1959,M,32,Kappa Sigma,02:33.1,176
1959,M,33,Sigma Alpha Mu,02:32.6,175
1958,M,1,Phi Kappa Psi,02:17:23,200
1958,M,2,Sigma Nu,,0
1958,M,3,Phi Gamma Delta,,0
1958,M,4,Delta Upsilon,,0
1958,M,5,Sigma Alpha Epsilon,,0
1958,M,6,West Hall II,,0
1958,M,7,South Cottage Grove,,0
1958,M,8,Phi Delta Theta,,0
1958,M,9,Acacia,,0
1958,M,10,Sigma Pi,,0
1958,M,11,Chi Phi,,0
1958,M,12,Alpha Tau Omega,,0
1958,M,13,Tau Kappa Epsilon,,0
1958,M,14,South Hall Buccaneers,,0
1958,M,15,Delta Chi,,0
1958,M,16,Beta Theta Pi,,0
1958,M,17,Dodds House,,0
1958,M,18,Rollins House,,0
1958,M,19,Kappa Delta Rho,,0
1958,M,20,Ferguson House,,0
1958,M,21,North Hall Barons,,0
1958,M,22,Delta Tau Delta,,0
1958,M,23,Hickory Hall West,,0
1958,M,24,Kappa Kappa Psi,,0
1958,M,25,Kappa Sigma,,0
1958,M,26,Lambda Chi Alpha,,0
1958,M,27,Sigma Alpha Mu,,0
1958,M,28,Rogers V,,0
1958,M,29,Harding House,,0
1958,M,30,Zeta Beta Tau,,0
1958,M,31,Hall House,,0
1958,M,32,Laurel House,,0
1958,M,33,Ruter House,,0
1957,M,1,Sigma Nu,02:19:56,200
1957,M,2,Dodds House,,0
1957,M,3,Acacia,,0
1957,M,4,Phi Delta Theta,,0
1957,M,5,Delta Chi,,0
1957,M,6,Phi Gamma Delta,,0
1957,M,7,Alpha Tau Omega,,0
1957,M,8,Sigma Pi,,0
1957,M,9,Ruter House,,0
1957,M,10,Delta Upsilon,,0
1957,M,11,South Cottage Grove,,0
1957,M,12,North Hall Barons,,0
1957,M,13,Tau Kappa Epsilon,,0
1957,M,14,Phi Kappa Psi,,0
1957,M,15,West Hall Saints,,0
1957,M,16,Kappa Sigma,,0
1957,M,17,Sigma Chi,,0
1957,M,18,Rollins House,,0
1957,M,19,Maple Hall North,,0
1957,M,20,South Hall Buccaneers,,0
1957,M,21,Delta Tau Delta,,0
1957,M,22,Kappa Delta Rho,,0
1957,M,23,Elliott House,,0
1957,M,24,Lambda Chi Alpha,,0
1957,M,25,Todd House,,0
1957,M,26,Dunn House,,0
1957,M,27,Zeta Beta Tau,,0
1957,M,28,Nichols House,,0
1957,M,29,Hall House,,0
1957,M,30,West Hall Trojans,,0
1957,M,31,Sigma Alpha Mu,,0
1957,M,32,Parks House,,0
1957,M,33,Theta Xi,,0
1956,M,1,Phi Gamma Delta,02:31:13,200
1956,M,2,Dodds House Gargoyles,,0
1956,M,3,South Cottage Grove,,0
1956,M,4,Delta Chi,,0
1956,M,5,Sigma Nu,,0
1956,M,6,North Hall Barons,,0
1956,M,7,Sigma Pi,,0
1956,M,8,Acacia,,0
1956,M,9,Kappa Delta Rho,,0
1956,M,10,Phi Delta Theta,,0
1956,M,11,Phi Kappa Psi,,0
1956,M,12,Delta Upsilon,,0
1956,M,13,Laurel Hall North,,0
1956,M,14,Maple Hall North,,0
1956,M,15,Rollins House,,0
1956,M,16,Rogers I,,0
1956,M,17,Sigma Alpha Epsilon,,0
1956,M,18,Ruter House,,0
1956,M,19,West Hall II,,0
1956,M,20,Tau Kappa Epsilon,,0
1956,M,21,Dunn House,,0
1956,M,22,West Hall Trojans,,0
1956,M,23,Kappa Sigma,,0
1956,M,24,Sigma Chi,,0
1956,M,25,Alpha Tau Omega,,0
1956,M,26,Hickory Hall West,,0
1956,M,27,Parks House,,0
1956,M,28,Maple Hall South,,0
1956,M,29,South Hall A,,0
1956,M,30,Theta Chi,,0
1956,M,31,Hall House Esquires,,0
1956,M,32,Theta Xi,,0
1956,M,33,North Hall Cavaliers,,0
1955,M,1,South Cottage Grove,02:36:25,200
1955,M,2,West Hall Trojans,,0
1955,M,3,Delta Chi,,0
1955,M,4,Acacia,,0
1955,M,5,North Hall Barons,,0
1955,M,6,Sigma Nu,,0
1955,M,7,Phi Gamma Delta,,0
1955,M,8,Dodds House,,0
1955,M,9,Phi Delta Theta,,0
1955,M,10,Phi Kappa Psi,,0
1955,M,11,Sigma Pi,,0
1955,M,12,Rollins House,,0
1955,M,13,Hickory Hall West,,0
1955,M,14,Sigma Alpha Epsilon,,0
1955,M,15,Ruter House,,0
1955,M,16,Zeta Beta Tau,,0
1955,M,17,Hickory Hall East,,0
1955,M,18,Kappa Sigma,,0
1955,M,19,Kappa Delta Rho,,0
1955,M,20,Roger I,,0
1955,M,21,Phi Kappa,,0
1955,M,22,Sigma Phi Epsilon,,0
1955,M,23,Pi Lambda Phi,,0
1955,M,24,Delta Tau Delta,,0
1955,M,25,Parks House,,0
1955,M,26,Alpha Tau Omega,,0
1955,M,27,West Hall Saints,,0
1955,M,28,Lambda Chi Alpha,,0
1955,M,29,Elliott House,,0
1955,M,30,Sigma Alpha Mu,,0
1955,M,31,Phi Sigma Kappa,,0
1955,M,32,Theta Chi,,0
1955,M,33,Delta Upsilon,,0
1954,M,1,Sigma Nu,02:45:35,200
1954,M,2,Acacia,,0
1954,M,3,Alpha Tau Omega,,0
1954,M,4,North Hall Barons,,0
1954,M,5,Phi Delta Theta,,0
1954,M,6,Todd House,,0
1954,M,7,Phi Gamma Delta,,0
1954,M,8,Delta Chi,,0
1954,M,9,Dodds House,,0
1954,M,10,Phi Kappa,,0
1954,M,11,Sigma Pi,,0
1954,M,12,North Hall Friars,,0
1954,M,13,Sigma Alpha Epsilon,,0
1954,M,14,Phi Kappa Psi,,0
1954,M,15,Lambda Chi Alpha,,0
1954,M,16,Alpha Phi Alpha,,0
1954,M,17,Dunn House,,0
1954,M,18,Rogers West W,,0
1954,M,19,Delta Upsilon,,0
1954,M,20,Theta Chi,,0
1954,M,21,South Hall B,,0
1954,M,22,Sigma Chi,,0
1954,M,23,Kappa Delta Rho,,0
1954,M,24,Sigma Alpha Mu,,0
1954,M,25,Beta Theta Pi,,0
1954,M,26,Zeta Beta Tau,,0
1954,M,27,Pi Kappa Phi,,0
1954,M,28,Delta Tau Delta,,0
1954,M,29,Tau Kappa Epsilon,,0
1954,M,30,Harding House,,0
1954,M,31,Jenkins House,,0
1954,M,32,Phi Sigma Kappa,,0
1954,M,33,Parks House,,0
1953,M,1,North Hall Friars,02:28:28,200
1953,M,2,Acacia,,0
1953,M,3,Sigma Alpha Epsilon,,0
1953,M,4,Delta Upsilon,,0
1953,M,5,Phi Kappa Psi,,0
1953,M,6,Phi Delta Theta,,0
1953,M,7,Alpha Tau Omega,,0
1953,M,8,Zeta Beta Tau,,0
1953,M,9,Phi Gamma Delta,,0
1953,M,10,Sigma Pi,,0
1953,M,11,Phi Kappa,,0
1953,M,12,Phi Sigma Kappa,,0
1953,M,13,Sigma Nu,,0
1953,M,14,Kappa Delta Rho,,0
1953,M,15,West Hall IV Saints,,0
1953,M,16,West Hall II,,0
1953,M,17,Phi Kappa Alpha,,0
1953,M,18,South Hall B,,0
1953,M,19,Beta Theta Pi,,0
1953,M,20,Dodds House--MQ,,0
1953,M,21,North Hall Cavaliers,,0
1953,M,22,Kappa Sigma,,0
1953,M,23,Lambda Chi Alpha,,0
1953,M,24,Todd House,,0
1953,M,25,Delta Tau Delta,,0
1953,M,26,Rogers East W,,0
1953,M,27,Lowe House--MQ,,0
1953,M,28,Ruter House--MQ,,0
1953,M,29,Sigma Chi,,0
1953,M,30,Sigma Phi Epsilon,,0
1953,M,31,Theta Chi,,0
1953,M,32,Hummer House--MQ,,0
1953,M,33,Jenkins House-MQ,,0
1952,M,1,North Hall Friars (Collins),02:26.1,200
1952,M,2,Rogers East V,,0
1952,M,3,Phi Kappa Psi,,0
1952,M,4,Phi Delta Theta,,0
1952,M,5,Alpha Tau Omega,,0
1952,M,6,Zeta Beta Tau,,0
1952,M,7,Sigma Chi,,0
1952,M,8,Kappa Sigma,,0
1952,M,9,Sigma Pi,,0
1952,M,10,The Dodds House (Wright),,0
1952,M,11,South Hall B (Collins),,0
1952,M,12,Todd House (Wright),,0
1952,M,13,North Hall Cavaliers (Collins),,0
1952,M,14,Rogers East W,,0
1952,M,15,Pi Kappa Phi,,0
1952,M,16,Lowe House (Wright),,0
1952,M,17,Rogers West W,,0
1952,M,18,West Hall III Trojans,,0
1952,M,19,Hummer House (Wright),,0
1952,M,20,Nichols House (Wright),,0
1952,M,21,Theta Chi,,0
1952,M,22,North Hall Barons (Collins),,0
1952,M,23,Lambda Chi Alpha,,0
1952,M,24,Pi Kappa Tau,,0
1952,M,25,Kappa Detla Rho,,0
1952,M,26,Alpha Phi Alpha,,0
1952,M,27,Beta Theta Pi,,0
1952,M,28,Theta Xi,,0
1952,M,29,Rogers West V,,0
1952,M,30,South Hall Buccaneers (Collins),,0
1952,M,31,Sigma Alpha Mu,,0
1952,M,32,Campbell House (Wright),,0
1952,M,33,Pi Kappa Alpha,,0
1951,M,1,South Hall Buccaneers (Collins),02:38.0,200
1951,M,2,Sigma Alpha Epsilon,02:42.0,200
1951,M,3,Phi Gamma Delta,02:46.0,200
1951,M,4,Rogers East V,02:45.0,200
1951,M,5,Lambda Chi Alpha,02:46.0,200
1951,M,6,North Hall Friars (Collins),02:47.0,200
1951,M,7,Zeta Beta Tau,02:49.0,200
1951,M,8,Phi Kappa Pi,02:50.0,200
1951,M,9,Beta Theta Pi,02:50.0,200
1951,M,10,Phi Delta Theta,02:51.0,200
1951,M,11,Sigma Pi,02:52.0,200
1951,M,12,Dodds House (Wright Quad),02:53.0,200
1951,M,13,Delta Upsilon,,200
1951,M,14,Theta Chi,,200
1951,M,15,Alpha Tau Omega,,200
1951,M,16,South Hall B (Collins),,0
1951,M,17,Sigma Nu,,0
1951,M,18,Elliott House (Wright Quad),,0
1951,M,19,North Hall Cavaliers (Collins),,0
1951,M,20,Ferguson House (Wright Quad),,0
1951,M,21,Nichols House  (Wright Quad),,0
1951,M,22,Delta Tau Delta,,0
1951,M,23,Phi Sigma Kappa,,0
1951,M,24,Rogers West T,,0
1951,M,25,Acacia,,0
1951,M,26,Alpha Phi Alpha,,0
1951,M,27,Kappa Sigma,,0
1951,M,28,Kappa Delta Rho,,0
1951,M,29,Pi Lambda Phi,,0
1951,M,30,Pi Kappa Alpha,,0
1951,M,31,Parks House  (Wright Quad),,0
1951,M,32,Jenkins House  (Wright Quad),,0
1951,M,33,Hummer House  (Wright Quad),,0
