Year,Gender,Place,Team,Finish Time,Laps
2000,M,27,Alpha Epsilon Pi,,176
2000,M,28,Delta Sigma Pi,,173
2000,M,29,Zeigler,,172
2000,M,30,Zeta Beta Tau,,171
2000,M,31,Sigma Pi,,170
2000,M,32,Sigma Alpha Mu,,155
2000,M,33,Chi Phi,,0
2000,F,1,Kappa Alpha Theta,,100
2000,F,2,Kappa Kappa Gamma,,100
2000,F,3,Gamma Phi Beta,,100
2000,F,4,Roadrunners,,100
2000,F,5,Delta Gamma,,100
2000,F,6,Alpha Gamma Delta,,100
2000,F,7,Chi Omega,,99
2000,F,8,Delta Delta Delta,,99
2000,F,9,Alpha Delta Pi,,99
2000,F,10,Cycledelics,,99
2000,F,11,Alpha Chi Omega,,99
2000,F,12,Delta Zeta,,99
2000,F,13,Kappa Delta,,98
2000,F,14,Pi Beta Phi,,98
2000,F,15,Landsharks,,98
2000,F,16,Athena,,98
2000,F,17,Phi Mu,,98
2000,F,18,GDI's,,98
2000,F,19,Teter-Read,,97
2000,F,20,Zeta Tau Alpha,,97
2000,F,21,Con Fuoco,,96
2000,F,22,Alpha Phi,,95
2000,F,23,Alpha Phi Omega,,95
2000,F,24,Delta Sigma Pi (W),,92
2000,F,25,Sigma Delta Tau,,90
2000,F,26,Alpha Omicron Pi,,87
2000,F,27,4ce,,83
1999,M,1,Sigma Phi Epsilon,02:12:27.056,200
1999,M,2,Phi Gamma Delta,02:12:27.169,200
1999,M,3,Chi Phi,02:12:29.799,200
1999,M,4,Acacia,02:12:30.084,200
1999,M,5,Dodds House,02:12:30.084,200
1999,M,6,Theta Chi,02:12:46.284,200
1999,M,7,Phi Delta Theta,,0
1999,M,8,Cutters,,0
1999,M,9,Sigma Chi,,0
1999,M,10,Delta Chi,,0
1999,M,11,Sigma Alpha Epsilon,,0
1999,M,12,Delta Tau Delta,,0
1999,M,13,Team Dotson,,0
1999,M,14,Beta Theta Pi,,0
1999,M,15,Phi Kappa Psi,,0
1999,M,16,Collins Cycling,,0
1999,M,17,Alpha Chi Sigma,,0
1999,M,18,Lambda Chi Alpha,,0
1999,M,19,Sigma Nu,,0
1999,M,20,Pi Kappa Phi,,0
1999,M,21,Alpha Tau Omega,,0
1999,M,22,Delta Upsilon,,0
1999,M,23,Fratello,,0
1999,M,24,Teter,,0
1999,M,25,Alta,,0
1999,M,26,Cinzano,,0
1999,M,27,Wright Cycling,,0
1999,M,28,Hickory,,0
1999,M,29,Evans Scholars,,0
1999,M,30,Kappa Sigma,,0
1999,M,31,Delta Sigma Pi,,0
1999,M,32,Alpha Sigma Phi,,0
1999,M,33,Alpha Phi Omega,,0
1999,F,1,Kappa Kappa Gamma,01:12:06.545,100
1999,F,2,Kappa Alpha Theta,01:12:06.699,100
1999,F,3,Alpha Delta Pi,01:12:08.318,100
1999,F,4,Phi Mu,,100
1999,F,5,Pi Beta Phi,,99
1999,F,6,Team Athena,,99
1999,F,7,Chi Omega,,99
1999,F,8,Roadrunners,,99
1999,F,9,Alpha Phi,,99
1999,F,10,Gamma Phi Beta,,99
1999,F,11,Oz,,98
1999,F,12,Wright Cycledelics,,98
1999,F,13,Delta Delta Delta,,97
1999,F,14,Alpha Xi Delta,,95
1999,F,15,Con Fuoco,,95
1999,F,16,Delta Zeta,,95
1999,F,17,Forest,,95
1999,F,18,Landsharks,,94
1999,F,19,Vayu,,94
1999,F,20,Alpha Chi Omega,,94
1999,F,21,Delta Gamma,,92
1999,F,22,McNutt,,91
1999,F,23,Alpha Phi Omega,,91
1999,F,24,Alpha Gamma Delta,,91
1999,F,25,Team College Life,,91
1999,F,26,Briscoe Blaze,,90
1999,F,27,Zeta Tau Alpha,,90
1999,F,28,Kappa Delta,,89
1999,F,29,Delta Sigma Pi,,87
1999,F,30,Foster 4ce,,87
1999,F,31,Super Teter,,82
1999,F,32,Teter Cycling,,79
1998,M,1,Dodds House,02:06:25.853,200
1998,M,2,Cutters,02:06:26.093,200
1998,M,3,Sigma Alpha Epsilon,02:06:26.480,200
1998,M,4,Beta Theta Pi,02:06:26.770,200
1998,M,5,Phi Gamma Delta,02:06:27.800,200
1998,M,6,Acacia,02:06:28.033,200
1998,M,7,Sigma Phi Epsilon,02:07:02.364,200
1998,M,8,Sigma Nu,,0
1998,M,9,Lambda Chi Alpha,,0
1998,M,10,Pi Kappa Phi,,0
1998,M,11,Phi Kappa Psi,,0
1998,M,12,Mezcla,,0
1998,M,13,Pi Kappa Alpha,,0
1998,M,14,Chi Phi,,0
1998,M,15,Delta Tau Delta,,0
1998,M,16,Alta,,0
1998,M,17,Alpha Sigma Phi,,0
1998,M,18,Delta Chi,,0
1998,M,19,Collins Buccaneers,,0
1998,M,20,Alpha Epsilon Pi,,0
1998,M,21,Cinzano,,0
1998,M,22,Sigma Chi,,0
1998,M,23,Wright Cycling,,0
1998,M,24,Sigma Pi,,0
1998,M,25,Delta Upsilon,,0
1998,M,26,Region Crew,,0
1998,M,27,Alpha Tau Omega,,0
1998,M,28,Forest,,0
1998,M,29,Delta Sigma Pi,,0
1998,M,30,Teter,,0
1998,M,31,Phi Sigma Kappa,,0
1998,M,32,Sigma Alpha Mu,,0
1998,M,33,Theta Chi,,0
1998,F,1,Kappa Kappa Gamma,01:09:34.507,100
1998,F,2,Chi Omega,01:09:34.644,100
1998,F,3,Kappa Alpha Theta,01:09:36.015,100
1998,F,4,Alpha Chi Omega,01:09:36.292,100
1998,F,5,Landsharks,01:09:47.592,100
1998,F,6,Roadrunners,01:09:57.653,100
1998,F,7,Alpha Gamma Delta,01:10:25.016,100
1998,F,8,Phi Mu,01:10:25.293,100
1998,F,9,Delta Gamma,01:10:29.835,100
1998,F,10,Wright Cycledelics,01:10:46.284,98
1998,F,11,Pi Beta Phi,01:09:55.641,97
1998,F,12,Vayu,01:10:27.655,97
1998,F,13,Team Elite,01:09:47.817,96
1998,F,14,College Life,01:09:55.338,96
1998,F,15,Perigee,01:10:32.506,96
1998,F,16,Delta Zeta,01:09:44.510,95
1998,F,17,Alpha Phi Omega,01:09:45.090,95
1998,F,18,Alpha Xi Delta,01:09:52.513,95
1998,F,19,Delta Delta Delta,01:09:55.167,95
1998,F,20,Alpha  Phi,01:09:57.833,95
1998,F,21,Sigma Delta Tau,01:10:29.861,95
1998,F,22,Zeta Tau Alpha,01:10:08.127,94
1998,F,23,Alpha Kappa Psi,01:09:43.041,93
1998,F,24,Oz,01:09:47.286,92
1998,F,25,Backdraft,01:09:47.825,92
1998,F,26,Delta Sigma Pi,01:10:17.556,92
1998,F,27,Army ROTC Warriors,01:09:48.445,91
1998,F,28,Alpha Delta Pi,01:10:07.558,90
1998,F,29,Teter Cycling,01:10:10.416,88
1998,F,30,Foster 4ce,01:09:37.217,87
1998,F,31,Briscoe,01:09:41.882,86
1998,F,32,Alpha Chi Sigma,01:10:25.689,84
1997,M,1,Cutters,02:05:26.758,200
1997,M,2,Phi Gamma Delta,02:05:26.865,200
1997,M,3,Delta Chi,02:06:06.574,200
1997,M,4,Dodds,02:06:08.210,200
1997,M,5,Sigma Chi,02:06:08.278,200
1997,M,6,Sigma Nu,02:06:08.237,199
1997,M,7,Acacia,02:06:08.713,199
1997,M,8,Phi Delta Theta,02:06:14.724,199
1997,M,9,Sigma Alpha Epsilon,02:06:17.416,199
1997,M,10,Beta Theta Pi,02:06:05.168,197
1997,M,11,Cinzano,02:06:07.688,197
1997,M,12,Pi Kappa Phi,02:06:09.254,197
1997,M,13,Pi Kappa Alpha,02:06:08.177,196
1997,M,14,Sigma Phi Epsilon,02:06:08.426,195
1997,M,15,Theta Chi,02:06:09.381,195
1997,M,16,Wright Cycling,02:06:07.586,194
1997,M,17,Delta Upsilon,02:06:16.530,193
1997,M,18,Delta Tau Delta,02:06:24.532,193
1997,M,19,Phi Kappa Psi,02:05:52.416,192
1997,M,20,Lambda Chi Alpha,02:06:07.509,192
1997,M,21,Chi Phi,02:06:12.262,191
1997,M,22,Pneuma,02:06:13.559,191
1997,M,23,Mezcla,02:06:15.299,188
1997,M,24,Alpha Tau Omega,02:06:22.906,188
1997,M,25,Collins Buccaneers,02:06:14.507,186
1997,M,26,Army ROTC,02:06:18.371,183
1997,M,27,Kappa Sigma,02:06:24.386,183
1997,M,28,South Cottage Grove,02:05:42.359,180
1997,M,29,Sigma Pi,02:06:11.952,179
1997,M,30,Evans Scholars,02:06:17.037,179
1997,M,31,Zeta Beta Tau,02:07:53.296,179
1997,M,32,McNutt Cychos,02:06:15.854,178
1997,M,33,Alpha Sigma Phi,02:06:23.172,172
1997,F,1,Roadrunners,01:09:57.741,100
1997,F,2,Kappa Alpha Theta,01:10:07.525,100
1997,F,3,Phi Mu,01:10:29.297,100
1997,F,4,Alpha Gamma Delta,01:10:29.668,100
1997,F,5,Kappa Kappa Gamma,01:10:31.642,100
1997,F,6,Delta Gamma,01:10:32.650,100
1997,F,7,Alpha Chi Omega,01:11:12.168,100
1997,F,8,Landsharks,01:10:51.779,99
1997,F,9,Alpha Delta Pi,01:11:06.195,99
1997,F,10,Gamma Phi Beta,01:11:06.358,99
1997,F,11,Alph Xi Delta,01:11:05.855,99
1997,F,12,Pi Beta Phi,01:10:43.713,97
1997,F,13,Kappa Delta,01:11:00.247,97
1997,F,14,Chi Omega,01:11:09.329,97
1997,F,15,Wright Cycledelics,01:11:15.251,97
1997,F,16,Briscoe Banshees,01:11:15.386,97
1997,F,17,Delta Zetsa,01:11:19.355,97
1997,F,18,Team Z,01:10:57.947,95
1997,F,19,Collins Buccanettes,01:11:06.926,95
1997,F,20,Alpha Phi,01:11:08.986,95
1997,F,21,Delta Delta Delta,01:11:15.517,95
1997,F,22,Sigma Delta Tau,01:11:15.004,94
1997,F,23,Mezcla,01:11:08.889,93
1997,F,24,Foster 4cs,01:10:51.624,92
1997,F,25,Teter Cycling,01:10:58.992,92
1997,F,26,Zeta Tau Alpha,01:11:07.127,92
1997,F,27,Alpha Kappa Psi,01:10:58.117,91
1997,F,28,Tortues,01:10:32.218,90
1997,F,29,Alpha Phi Omega,01:11:14.139,89
1997,F,30,Alpha Epsilon Phi,01:10:58.891,86
1996,M,1,Phi Delta Theta,02:08:58,200
1996,M,2,Sigma Chi,02:09.0,200
1996,M,3,Phi Gamma Delta,02:09.0,200
1996,M,4,Delta Chi,02:09.0,200
1996,M,5,Acacia,02:09.0,200
1996,M,6,Sigma Nu,,0
1996,M,7,Cutters,,0
1996,M,8,Dodds House,,0
1996,M,9,Theta Chi,,0
1996,M,10,Pneuma,,0
1996,M,11,Beta Theta Pi,,0
1996,M,12,Cinzano,,0
1996,M,13,McNutt,,0
1996,M,14,Sigma Phi Epsilon,,0
1996,M,15,Pi Kappa Phi,,0
1996,M,16,Delta Tau Delta,,0
1996,M,17,Phi Kappa Psi,,0
1996,M,18,Pi Kappa Alpha,,0
1996,M,19,Lambda Chi Alpha,,0
1996,M,20,Sigma Alpha Epsilon,,0
1996,M,21,Wilkie,,0
1996,M,22,Sigma Alpha Mu,,0
1996,M,23,Alpha Epsilon Pi,,0
1996,M,24,Sigma Pi,,0
1996,M,25,Collins,,0
1996,M,26,Team College Life,,0
1996,M,27,Wright,,0
1996,M,28,TFAT,,0
1996,M,29,Alpha Sigma Phi,,0
1996,M,30,Chi Phi,,0
1996,M,31,Mezcla,,0
1996,M,32,Briscoe,,0
1996,M,33,Alpha Tau Omega,,0
1996,F,1,Kappa Kappa Gamma,01:12.12,100
1996,F,2,Alpha Chi Omega,,0
1996,F,3,Roadrunners,,0
1996,F,4,Kappa Alpha Theta,,0
1996,F,5,Landsharks,,0
1996,F,6,Alpha Gamma Delta,,0
1996,F,7,Delta Gamma,,0
1996,F,8,Wright,,0
1996,F,9,Teter,,0
1996,F,10,Delta Zeta,,0
1996,F,11,Kappa Delta,,0
1996,F,12,Alpha Phi,,0
1996,F,13,Team Unique,,0
1996,F,14,Zeta Tau Alpha,,0
1996,F,15,Alpha Xi Delta,,0
1996,F,16,Pi Beta Phi,,0
1996,F,17,Gamma Phi Beta,,0
1996,F,18,Phi Mu,,0
1996,F,19,Alpha Delta Pi,,0
1996,F,20,Sigma Delta Tau,,0
1996,F,21,Delta Delta Delta,,0
1996,F,22,Delta Sigma Pi,,0
1996,F,23,Alpha Phi Omega,,0
1995,M,1,Phi Gamma Delta,02:08:45.121,200
1995,M,2,Acacia,02:08:45.303,200
1995,M,3,Sigma Alpha Epsilon,02:08:45.373,200
1995,M,4,Dodds House,02:08:46.277,200
1995,M,5,Delta Chi,02:08:46.355,200
1995,M,6,Phi Delta Theta,02:08:47.373,200
1995,M,7,Sigma Nu,02:08:48:466,200
1995,M,8,Beta Theta Pi,02:09:21.044,200
1995,M,9,Lambda Chi,02:09:23.473,200
1995,M,10,Sigma Chi,02:09:25.415,200
1995,M,11,Cutters,,0
1995,M,12,T.F.A.T.,,0
1995,M,13,Sigma Phi Epsilon,,0
1995,M,14,Phi Kappa Psi,,0
1995,M,15,Pi Kappa Phi,,0
1995,M,16,Delta Upsilon,,0
1995,M,17,Pi Kappa Alpha,,0
1995,M,18,T-C-A-T,,0
1995,M,19,Delta Tau Delta,,0
1995,M,20,Theta Chi,,0
1995,M,21,Team College Life,,0
1995,M,22,Sigma Alpha Mu,,0
1995,M,23,Wright Cycling,,0
1995,M,24,Alpha Epsilon Pi,,0
1995,M,25,Delta Sigma Pi,,0
1995,M,26,Kappa Sigma,,0
1995,M,27,Human Wheels,,0
1995,M,28,Alpha Tau Omega,,0
1995,M,29,Zeta Beta Tau,,0
1995,M,30,Alpha Phi Omega,,0
1995,M,31,Alpha Sigma Phi,,0
1995,M,32,Kappa Delta Rho,,0
1995,M,33,Phi Kappa Theta,,0
1995,F,1,Kappa Alpha Theta,01:12:16.162,100
1995,F,2,Kappa Kappa Gamma,01:12:23.201,100
1995,F,3,Gamma Phi Beta,01:12:47.194,99
1995,F,4,Alpha Gamma Delta,01:12:49.370,99
1995,F,5,Landsharks,01:12:50.680,99
1995,F,6,Delta Zeta,01:13:11.729,99
1995,F,7,Team College Life,01:12:49.610,98
1995,F,8,Zeta Tau Alpha,01:12:49.630,98
1995,F,9,Wright Cycledelics,01:12:52.615,98
1995,F,10,Pi Beta Phi,01:12:53.984,98
1995,F,11,Alpha Chi Omega,01:12:49.630,97
1995,F,12,Roadrunners,01:12:50.819,96
1995,F,13,Delta Gamma,01:13:01.729,96
1995,F,14,Tasmanian Devils,01:12:43.479,95
1995,F,15,Delta Delta Delta,01:13:07.221,95
1995,F,16,Kappa Delta,01:12:39.323,94
1995,F,17,Phi Mu,01:12:26.044,93
1995,F,18,Alpha Xi Delta,01:12:28.062,93
1995,F,19,Sigma Delta Tau,01:12:45.446,93
1995,F,20,Alpha Phi,01:12:34.551,92
1995,F,21,Chi Omega,01:12:45.136,91
1995,F,22,Delta Sigma Pi,01:12:33.135,89
1994,M,1,Sigma Chi,02:11.06,200
1994,M,2,Cutters,02:11.08,200
1994,M,3,Delta Chi,02:11.09,200
1994,M,4,Cinzano,02:11.11,200
1994,M,5,Phi Gamma Delta,02:11.43,200
1994,M,6,Pi Kappa Alpha,02:11.43,200
1994,M,7,Phi Kappa Psi,02:11.46,200
1994,M,8,Phi Delta Theta,02:12.23,200
1994,M,9,Acacia,02:13.08,200
1994,M,10,Dodds House,02:13.09,200
1994,M,11,Team College Life,02:14.04,200
1994,M,12,Pi Kappa Phi,02:14.10,200
1994,M,13,Delta Upsilon,,0
1994,M,14,Lambda Chi Alpha,,0
1994,M,15,Sigma Alpha Epsilon,,0
1994,M,16,Sigma Nu,,0
1994,M,17,Sigma Phi Epsilon,,0
1994,M,18,Collins - Graitas,,0
1994,M,19,Cyclones,,0
1994,M,20,Alpha Epsilon Pi,,0
1994,M,21,Beta Theta Pi,,0
1994,M,22,Delta Tau Delta,,0
1994,M,23,Human Wheels,,0
1994,M,24,McNutt Racing Team,,0
1994,M,25,Wright Cucling,,0
1994,M,26,Team Last Chance,,0
1994,M,27,Theta Chi,,0
1994,M,28,Read Zoo Gods,,0
1994,M,29,Alpha Sigma Phi,,0
1994,M,30,Sammy & Co.,,0
1994,M,31,Kappa Sigma,,0
1994,M,32,Sigma Pi,,0
1994,M,33,Zeta Beta Tau,,0
1994,F,1,Kappa Alpha Theta,01:13.09,100
1994,F,2,Alpha Gamma Delta,01:13.33,100
1994,F,3,Roadrunners,01:13.38,100
1994,F,4,Alpha Chi Omega,01:13.39,100
1994,F,5,Gamma Phi Beta,01:13.56,100
1994,F,6,Delta Delta Delta,01:14.37,100
1994,F,7,Alpha Phi,01:14.39,100
1994,F,8,Kappa Kappa Gamma,01:14.42,100
1994,F,9,Wright Cycledelics,01:15.08,99
1994,F,10,Landsharks,01:15.21,99
1994,F,11,Alpha Omicron Pi,01:15.21,99
1994,F,12,Delta Zeta,01:15.07,98
1994,F,13,Kappa Delta,01:15.24,97
1994,F,14,Zeta Tau Alpha,01:15.04,96
1994,F,15,Team College Life,01:15.21,96
1994,F,16,Phi Mu,01:15.21,95
1994,F,17,Delta Sigma Pi,01:15.29,94
1994,F,18,Willkie Dream Team,01:15.05,93
1994,F,19,McNutt Racing Team,01:15.08,93
1994,F,20,Collins Women,01:15.05,92
1994,F,21,Alpha Delta Pi,01:15.05,92
1994,F,22,Alpha Epsilon Phi,01:14.48,91
1994,F,23,Chi Omega,01:14.48,91
1994,F,24,Human Wheels,01:14.47,86
1994,F,25,Alpha Xi Delta,01:14.49,86
1993,M,1,Delta Chi,02:06:19.594,200
1993,M,2,Cinzano,02:06:19.845,200
1993,M,3,Pi Kappa Alpha,02:06:20.304,200
1993,M,4,Sigma Alpha Epsilon,02:06:20.316,200
1993,M,5,Cutters,02:06:28.116,200
1993,M,6,Sigma Nu,02:06:55.789,200
1993,M,7,Delta Upsilon,02:06:58.938,200
1993,M,8,Delta Tau Delta,02:07:00.562,200
1993,M,9,Pi Kappa Phi,02:07:01.211,200
1993,M,10,Acacia,02:07:37.750,200
1993,M,11,Sigma Chi,,0
1993,M,12,Theta Chi,,0
1993,M,13,Phi Kappa Psi,,0
1993,M,14,Team College Life,,0
1993,M,15,Phi Gamma Delta,,0
1993,M,16,Cyclones,,0
1993,M,17,Foster RSV,,0
1993,M,18,Sigma Alpha Mu,,0
1993,M,19,Phi Delta Theta,,0
1993,M,20,Wright-Dodds,,0
1993,M,21,T.F.A.T.,,0
1993,M,22,Tau Kappa Epsilon,,0
1993,M,23,Collins-Graitas,,0
1993,M,24,Lambda Chi Alpha,,0
1993,M,25,Alpha Epsilon Pi,,0
1993,M,26,Evans Scholars,,0
1993,M,27,Chi Phi,,0
1993,M,28,Zeta Beta Tau,,0
1993,M,29,McNutt,,0
1993,M,30,Sigma Pi,,0
1993,M,31,Sigma Phi Epsilon,,0
1993,M,32,Kappa Delta Rho,,0
1993,M,33,Beta Theta Pi,,0
1993,F,1,Landsharks,01:16:48.043,100
1993,F,2,Alpha Gamma Delta,01:16:48.241,100
1993,F,3,Gamma Phi Beta,01:16:48.359,100
1993,F,4,Kappa Alpha Theta,01:16:48.468,100
1993,F,5,Delta Gamma,01:17:40.932,100
1993,F,6,Alpha Sigma Alpha,01:18:28.585,100
1993,F,7,Alpha Phi,01:19:01.951,100
1993,F,8,Roadrunners,01:19:28.242,100
1993,F,9,Alpha  Omicron Pi,01:19:46.110,100
1993,F,10,Willkie Dream Team,01:19:46.175,100
1993,F,11,Alpha Chi Omega,01:19:46.326,100
1993,F,12,Zeta Tau Alpha,01:19:47.166,100
1993,F,13,Kappa Delta,01:19:53.650,100
1993,F,14,Delta Zeta,01:19:59.464,100
1993,F,15,Forest,01:19:59.899,100
1993,F,16,Phi Mu,01:20:00.058,99
1993,F,17,Delta Delta Delta,01:20:04.888,99
1993,F,18,Kappa Kappa Gamma,01:19:39.905,98
1993,F,19,Collins,01:19:51.778,98
1993,F,20,Wright Cycledelics,01:20:05.308,97
1993,F,21,Sigma Sigma Sigma,01:19:26.926,95
1993,F,22,McNutt,01:19:14.401,92
1993,F,23,Alpha Deltla Pi,01:19:27.258,92
1993,F,24,Sigma Kappa,01:19:40.343,85
1992,M,1,Cutters,02:05:52.840,200
1992,M,2,Acacia,02:06:29.013,200
1992,M,3,Cinzano,02:07:01.138,200
1992,M,4,Delta Chi,02:07.37.398,200
1992,M,5,Delta Upsilon,02:07:40.383,200
1992,M,6,Phi Gamma Delta,02:07:40.464,200
1992,M,7,Theta Chi,02:07:48.261,200
1992,M,8,Pi Kappa Alpha,02:07:51.685,200
1992,M,9,Sigma Chi,02:08:15.468,200
1992,M,10,Team College Life,02:08:20.674,200
1992,M,11,Alpha Epsilon Pi,02:09:10.518,200
1992,M,12,Dodds House,02:08:23.492,199
1992,M,13,Phi Kappa Psi,02:08:04.747,198
1992,M,14,Pi Kappa Phi,02:08:23.705,198
1992,M,15,Phi Delta Theta,02:08:17.154,197
1992,M,16,Sigma Alpha Epsilon,02:08:18.382,197
1992,M,17,Delta Tau Delta,02:08:19.230,197
1992,M,18,McNutt,02:08:19.354,196
1992,M,19,Lambda Chi Alpha,02:08:27.921,196
1992,M,20,Phi Kappa Tau,02:08:20.682,195
1992,M,21,Kappa Sigma,02:08:21.370,195
1992,M,22,Willkie-Read,02:08:23.893,194
1992,M,23,Alpha Sigma Phi,02:08:23.900,194
1992,M,24,Evans Scholars,02:08:23.078,193
1992,M,25,Sigma Pi,02:07:51.324,192
1992,M,26,Chi Phi,02:08:19.507,191
1992,M,27,Ashton Cyclones,02:08:18.744,189
1992,M,28,Tau Kappa Epsilon,02:08:24.090,188
1992,M,29,Sigma Phi Epsilon,02:08:19.017,187
1992,M,30,Zeta Beta Tau,02:08:36.952,185
1992,M,31,Foster RSV,02:08:05.861,182
1992,M,32,Sigma Alpha Mu,02:08:35.497,179
1992,M,33,IMO Major Taylor,02:08:13.243,169
1992,F,1,Landsharks,01:11:25.179,100
1992,F,2,Kappa Alpha Theta,01:11:45.710,100
1992,F,3,Delta Gamma,01:11:45.978,100
1992,F,4,Alpha Delta Pi,01:11:49.221,100
1992,F,5,Forest,01:12:24.935,100
1992,F,6,Willkie,01:12:48.000,100
1992,F,7,Delta Zeta,01:12:49.486,100
1992,F,8,Kappa Delta,01:13:11.637,100
1992,F,9,Read Fury,01:13:12.823,100
1992,F,10,Alpha Gamma Delta,01:13:18.765,100
1992,F,11,Zeta Tau Alpha,01:13:20.521,100
1992,F,12,Gamma Phi Beta,01:13:51.817,100
1992,F,13,Kappa Kappa Gamma,01:13:02.030,99
1992,F,14,Team Brio,01:13:03.966,99
1992,F,15,FM Nirvana,01:13:18.413,99
1992,F,16,Alpha  Phi,01:13:40.098,99
1992,F,17,Alpha Omicron Pi,01:13:03.325,97
1992,F,18,Phi Mu,01:13:03.432,97
1992,F,19,Wright Cycledelics,01:13:07.149,97
1992,F,20,Sigma Sigma Sigma,01:13:08.387,96
1992,F,21,Sigma Delta Tau,01:12:44.594,94
1992,F,22,Collins,01:13:50.709,94
1992,F,23,Alpha Epsilon Phi,01:13:05.676,93
1992,F,24,Delta Delta Delta,01:13:54.395,92
1992,F,25,Alpha Sigma Alpha,01:13:30.617,90
1992,F,26,Sigma Kappa,01:13:24.520,89
1991,M,1,Acacia,02:04:16.947,200
1991,M,2,Cutters,02:04:17.692,200
1991,M,3,Team College Life,02:04:21.147,200
1991,M,4,Phi Kappa Psi,02:04:51.790,200
1991,M,5,Sigma Nu,02:04:52.013,200
1991,M,6,Phi Delta Theta,02:04:52.553,200
1991,M,7,Delta Upsilon,02:04:53.734,200
1991,M,8,Phi Gamma Delta,02:05:03.526,200
1991,M,9,Sigma Chi,02:05:25.992,200
1991,M,10,Pi Kappa Alpha,02:05:29.854,200
1991,M,11,Alpha Epsilon Pi,02:05:30.243,200
1991,M,12,Cinzano,02:05:31.985,200
1991,M,13,Sigma Alpha Epsilon,02:05:32.190,200
1991,M,14,Foster RSV,,0
1991,M,15,Theta Chi,,0
1991,M,16,Phi Kappa Tau,,0
1991,M,17,Alpha Tau Omega,,0
1991,M,18,Evans Scholars,,0
1991,M,19,Beta Theta Pi,,0
1991,M,20,Delta Chi,,0
1991,M,21,Willkie System W,,0
1991,M,22,Sigma Pi,,0
1991,M,23,Team Funk,,0
1991,M,24,Lambda Chi Alpha,,0
1991,M,25,Dodds House,,0
1991,M,26,Delta Tau Delta,,0
1991,M,27,Chi Phi,,0
1991,M,28,Pi Kappa Phi,,0
1991,M,29,TMC-McNutt,,0
1991,M,30,Kappa Sigma,,0
1991,M,31,Sigma Alpha Mu,,0
1991,M,32,Sigma Phi Epsilon,,0
1991,M,33,Team Independence,,0
1991,F,1,Le Pas,01:08.43,100
1991,F,2,Foster,,0
1991,F,3,Landsharks,,0
1991,F,4,Delta Gamma,,0
1991,F,5,Team Sprint,,0
1991,F,6,Kappa Alpha Theta,,0
1991,F,7,Delta Zeta,,0
1991,F,8,Revolution,,0
1991,F,9,Alpha Delta Pi,,0
1991,F,10,Zeta Tau Alpha,,0
1991,F,11,Alpha Phi,,0
1991,F,12,Collins,,0
1991,F,13,Read,,0
1991,F,14,Kappa Kappa Gamma,,0
1991,F,15,Phi Mu,,0
1991,F,16,Gamma Phi Beta,,0
1991,F,17,Forest,,0
1991,F,18,Willkie,,0
1991,F,19,Alpha Omicron Pi,,0
1991,F,20,Alpha Xi Delta,,0
1991,F,21,Alpha Gamma Delta,,0
1990,M,1,Sigma Nu,02:04.5,200
1990,M,2,Acacia,,0
1990,M,3,Cutters,,0
1990,M,4,Sigma Chi,,0
1990,M,5,Phi Gamma Delta,,0
1990,M,6,Teter,,0
1990,M,7,Phi Delta Theta,,0
1990,M,8,Alpha Sigma Phi,,0
1990,M,9,Foster,,0
1990,M,10,Pi Kappa Phi,,0
1990,M,11,Sigma Alpha Mu,,0
1990,M,12,Sigma Pi,,0
1990,M,13,Beta Theta Pi,,0
1990,M,14,Lambda Chi Alpha,,0
1990,M,15,Delta Upsilon,,0
1990,M,16,Sigma Alpha Epsilon,,0
1990,M,17,Pi Kappa Alpha,,0
1990,M,18,Evans Scholers,,0
1990,M,19,Phi Kappa Tau,,0
1990,M,20,Delta Tau Delta,,0
1990,M,21,Cinzano,,0
1990,M,22,Phi Kappa Psi,,0
1990,M,23,Zeta Beta Tau,,0
1990,M,24,Kappa Sigma,,0
1990,M,25,Theta Chi,,0
1990,M,26,Americana,,0
1990,M,27,Ashton,,0
1990,M,28,Wilkie,,0
1990,M,29,Alpha Epsilon Pi,,0
1990,M,30,Collins,,0
1990,M,31,Dodds House,,0
1990,M,32,Sigma Phi Epsilon,,0
1990,M,33,Alpha Tau Omega,,0
1990,F,1,Team Sprint,01:09.51,100
1990,F,2,Beyond Control,,0
1990,F,3,Kappa Alpha Theta,,0
1990,F,4,Foster,,0
1990,F,5,Le Pas,,0
1990,F,6,Delta Zeta,,0
1990,F,7,Kappa Kappa Gamma,,0
1990,F,8,Landsharks,,0
1990,F,9,Revolution,,0
1990,F,10,Wright,,0
1990,F,11,Willkie,,0
1990,F,12,Alpha Delta Pi,,0
1990,F,13,Alpha Phi,,0
1990,F,14,Off the Back,,0
1990,F,15,Kappa Delta,,0
1990,F,16,Alpha Xi Delta,,0
1990,F,17,Sigma Delta Tau,,0
1990,F,18,Gamma Phi Beta,,0
1990,F,19,Alpha Omicron Pi,,0
1990,F,20,Sigma Kappa,,0
1990,F,21,Alpha Epsilon Phi,,0
1990,F,22,Forest,,0
1990,F,23,Collins,,0
1990,F,24,Alpha Gamma Delta,,0
1990,F,25,Chi Omega,,0
1990,F,26,Phi Mu,,0
1989,M,1,Cinzano,02:02:12.9,200
1989,M,2,Cutters,02:02:13.4,200
1989,M,3,Acacia,02:02:13.6,200
1989,M,4,Teter Totano,02:02:13.7,200
1989,M,5,Sigma Alpha Mu,02:02:13.9,200
